country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Saudi Arabia,62.863,63.66,64.411,65.122,65.795,66.43,67.028,67.589,68.116,68.611,69.078,69.52199999999999,69.945,70.34899999999999,70.733,71.09899999999999,71.445,71.766,72.06,72.327,72.561,72.759,72.92,73.051,73.15899999999999,73.256,73.355,73.467,73.598,73.75,73.917,74.089,74.25399999999999,74.402,74.533,74.65100000000001,74.76100000000001,74.874
Sudan,54.253,54.342,54.435,54.534,54.645,54.768,54.901,55.038999999999994,55.181999999999995,55.333999999999996,55.5,55.687,55.898999999999994,56.14,56.41,56.708999999999996,57.032,57.373999999999995,57.73,58.096000000000004,58.472,58.858999999999995,59.258,59.67,60.092,60.525,60.968999999999994,61.422,61.879,62.33,62.763999999999996,63.17100000000001,63.542,63.875,64.169,64.429,64.663,64.881
Senegal,48.943999999999996,49.94,50.938,51.945,52.946000000000005,53.913999999999994,54.813,55.61,56.283,56.818000000000005,57.202,57.43,57.528999999999996,57.535,57.48,57.403999999999996,57.342,57.323,57.376000000000005,57.523,57.787,58.177,58.675,59.25899999999999,59.912,60.62,61.365,62.126000000000005,62.88,63.607,64.28399999999999,64.898,65.44800000000001,65.939,66.37,66.747,67.078,67.38
Singapore,72.1902439,72.58780488,72.68780488,73.03658537,73.29024390000001,73.8902439,74.24634146,74.54878049,74.69756098,74.94634146,75.29512195,75.64634146,75.94634146,76.04634146,76.19756098,76.29512195,76.59512195,76.89756098,77.3,77.55121951,77.95121951,78.25121951,78.55121951,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.79024390000001,81.24146341,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.84634146,82.89512195
Solomon Islands,62.453,62.798,63.091,63.338,63.547,63.724,63.872,63.998000000000005,64.11399999999999,64.23100000000001,64.365,64.527,64.725,64.961,65.237,65.55199999999999,65.903,66.278,66.665,67.057,67.442,67.816,68.175,68.518,68.845,69.158,69.462,69.762,70.063,70.366,70.67399999999999,70.985,71.296,71.601,71.896,72.173,72.42399999999999,72.645
Sierra Leone,40.194,40.385999999999996,40.504,40.545,40.506,40.376999999999995,40.147,39.827,39.439,39.009,38.563,38.122,37.717,37.384,37.158,37.083,37.194,37.496,37.98,38.634,39.441,40.369,41.376000000000005,42.419,43.467,44.501999999999995,45.516999999999996,46.52,47.508,48.468,49.382,50.233999999999995,51.018,51.731,52.372,52.941,53.443999999999996,53.895
El Salvador,56.394,56.658,57.058,57.601000000000006,58.283,59.097,60.025,61.023999999999994,62.044,63.05,64.0,64.858,65.617,66.273,66.824,67.277,67.65100000000001,67.97800000000001,68.28399999999999,68.581,68.875,69.16199999999999,69.432,69.68,69.908,70.124,70.333,70.542,70.756,70.97800000000001,71.21,71.449,71.692,71.935,72.175,72.41199999999999,72.64399999999999,72.872
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.41707317,,,,,
Somalia,44.726000000000006,45.068000000000005,45.394,45.696000000000005,45.961000000000006,46.146,46.2,46.115,45.912,45.63399999999999,45.378,45.26,45.361000000000004,45.721000000000004,46.336999999999996,47.151,48.067,48.967,49.754,50.391999999999996,50.869,51.213,51.492,51.762,52.043,52.346000000000004,52.669,52.998000000000005,53.326,53.653999999999996,53.99,54.342,54.713,55.104,55.50899999999999,55.92,56.324,56.708999999999996
Serbia,,,,,,,,,,,,71.48780488,,,,,,72.03902439,,,71.58292683,72.23414634,72.28536585,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,76.08780488
Sub-Saharan Africa (excluding high income),48.44152124,48.76424344,49.07141275,49.35956825,49.62287422,49.84996706,50.02778748,50.14885733,50.21342246,50.23003761,50.21213265,50.17718513,50.13839127,50.10316709,50.07105944,50.04472971,50.03335638,50.05152034,50.11571611,50.24198851,50.44749099,50.74734769,51.14578289,51.63990109,52.2225092,52.88432665,53.61219043,54.38344078,55.17255543,55.95935043,56.72376831,57.45450742,58.14802775,58.80002407,59.40349637,59.95148447,60.44110322,60.87877747
South Sudan,39.033,39.205999999999996,39.41,39.671,40.005,40.423,40.931,41.513000000000005,42.148999999999994,42.825,43.523999999999994,44.232,44.931999999999995,45.611000000000004,46.257,46.855,47.395,47.88399999999999,48.333,48.754,49.166000000000004,49.592,50.05,50.55,51.095,51.68600000000001,52.315,52.96,53.6,54.218999999999994,54.8,55.325,55.791000000000004,56.2,56.552,56.855,57.12,57.365
Sub-Saharan Africa,48.44501391,48.76772282,49.0746284,49.36280843,49.62587723,49.85289686,50.03047633,50.15150445,50.21606205,50.23251451,50.21457418,50.179947,50.14116216,50.10569718,50.07375794,50.04762592,50.03610244,50.05418046,50.11841723,50.24477074,50.45021401,50.75002364,51.14816442,51.64213124,52.22479026,52.88642804,53.61420946,54.38543259,55.17445642,55.96111812,56.72547004,57.45600255,58.14957954,58.80138989,59.40479994,59.95283055,60.44238734,60.88000237
Small states,61.73620281,62.10777877,62.51503416,62.83600002,63.14339471,63.43088175,63.72464616,64.00536322,64.13883669,64.24123588,64.29751406,64.34687217,64.33187167,64.16503897,63.97732814,63.86859947,63.77841483,63.61796709,63.34610147,63.20299203,63.11104347,63.02644862,63.08599489,63.14215372,63.35842189,63.67200699,64.04406876,64.51490209,65.05404853,65.63703116,66.20120247,66.74566783,67.28394944,67.76505808,68.2053778,68.61401082,68.96046273,69.26138979999999
Sao Tome and Principe,59.928000000000004,60.013999999999996,59.992,59.878,59.688,59.442,59.161,58.873999999999995,58.608000000000004,58.391999999999996,58.247,58.188,58.211999999999996,58.318000000000005,58.511,58.795,59.172,59.631,60.159,60.742,61.365,62.016999999999996,62.687,63.358999999999995,64.02,64.65899999999999,65.27,65.854,66.41199999999999,66.938,67.43,67.885,68.306,68.695,69.05199999999999,69.377,69.67,69.933
Suriname,65.575,65.873,66.154,66.40899999999999,66.631,66.819,66.97800000000001,67.113,67.233,67.34100000000001,67.436,67.51899999999999,67.59,67.64699999999999,67.695,67.73100000000001,67.753,67.762,67.768,67.781,67.822,67.913,68.064,68.28,68.555,68.877,69.227,69.579,69.91,70.209,70.465,70.676,70.851,71.002,71.133,71.249,71.358,71.46300000000001
Slovakia,70.40853659,70.62926829,70.68902439,70.47902439,70.75097561,70.73463415,71.02121951,71.08878049,71.20780488,71.02634146,70.93268293,70.88292683,71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366
Slovenia,71.10487805,71.20487805,71.05365854,70.54146341,70.90243902,71.35121951,71.80243902,72.00243902,72.44634146,72.70487805,73.20487805,73.35365854,73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.17560976
Sweden,75.74097561,76.02609756,76.32731707,76.55170732,76.81585366,76.66780488,76.93121951,77.09219512,76.97926829,77.72682927,77.53682927,77.66682927,77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.30731707
Eswatini,55.613,56.453,57.306999999999995,58.158,58.978,59.748999999999995,60.46,61.081,61.571999999999996,61.885,61.95,61.7,61.111999999999995,60.192,58.958,57.422,55.606,53.595,51.498000000000005,49.424,47.49,45.799,44.41,43.372,42.731,42.518,42.733000000000004,43.308,44.17,45.275,46.601000000000006,48.141000000000005,49.861999999999995,51.699,53.568999999999996,55.358999999999995,56.961999999999996,58.318999999999996
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54390244,74.53658537,75.58780488,,,73.05365854,,,,,
Seychelles,69.59756098,70.18780488,69.32439024,70.38292683,69.55365854,69.69756098,68.65609756,68.23658537,68.70243902,67.97073171,68.10731707,70.71219512,71.21463415,69.46829268,70.72926829,72.48292683,71.56097561,71.21219512,71.74634146,72.66829268,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3
Syrian Arab Republic,65.774,66.359,66.928,67.477,68.005,68.508,68.98100000000001,69.423,69.831,70.207,70.553,70.87100000000001,71.167,71.444,71.708,71.961,72.205,72.439,72.664,72.882,73.11,73.37100000000001,73.663,73.967,74.25,74.43,74.41199999999999,74.152,73.64699999999999,72.938,72.108,71.27,70.55,70.04899999999999,69.821,69.908,70.315,70.967
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,44.793,45.071000000000005,45.351000000000006,45.63,45.903,46.162,46.397,46.601000000000006,46.772,46.91,47.019,47.108000000000004,47.187,47.265,47.345,47.426,47.498000000000005,47.559,47.61,47.657,47.713,47.788999999999994,47.9,48.056999999999995,48.27,48.549,48.907,49.335,49.82,50.346000000000004,50.89,51.424,51.928000000000004,52.386,52.788999999999994,53.137,53.438,53.711999999999996
East Asia & Pacific (IDA & IBRD countries),65.05445016,65.49099617,65.88737133,66.24542982,66.5685936,66.85864027,67.11465807,67.33699537,67.52947309999999,67.70047076,67.86041379,68.02011505,68.18670432,68.36976536,68.57361665,68.80296307,69.05616309,69.32804896,69.61058249999999,69.90201575,70.19841525,70.49794359,70.79723056,71.09519777,71.39032581,71.68224165,71.97078285,72.25738628,72.54253418,72.82629568,73.11046440000001,73.39730747,73.685484,73.97309786,74.25837024,74.53395213,74.79361457,75.03335890000001
Europe & Central Asia (IDA & IBRD countries),66.68463789,66.96400294,67.26768476,67.36328366,67.34037807,67.69248379,68.40593976,68.5648081,68.67000013,68.60434853,68.47494387,68.27689856,67.648022,66.91475589,66.70789671,66.75917363,67.29961044,67.88984746,68.24069874,68.04671008,68.15838477,68.33874159999999,68.44106154,68.57108033,68.89805732,69.03550324,69.62086826,70.09591079,70.39991097,70.97080671,71.31112807,71.88700686,72.21315707,72.62130012,72.88552813,73.15024724,73.50378222,73.80835432
Togo,52.339,52.863,53.365,53.839,54.276,54.673,55.028,55.336000000000006,55.592,55.784,55.887,55.872,55.733999999999995,55.485,55.147,54.757,54.36,54.001000000000005,53.722,53.547,53.49100000000001,53.553999999999995,53.71,53.938,54.233999999999995,54.602,55.052,55.581,56.178000000000004,56.818000000000005,57.468,58.092,58.661,59.16,59.58,59.927,60.22,60.489
Thailand,64.432,64.993,65.635,66.35300000000001,67.128,67.911,68.641,69.265,69.745,70.071,70.248,70.3,70.281,70.23899999999999,70.202,70.191,70.215,70.267,70.348,70.46300000000001,70.623,70.832,71.089,71.389,71.72800000000001,72.09899999999999,72.499,72.916,73.34100000000001,73.766,74.184,74.593,74.992,75.378,75.747,76.09100000000001,76.403,76.683
Tajikistan,57.108000000000004,57.31399999999999,57.602,57.975,58.413000000000004,58.847,59.183,59.355,59.335,59.138000000000005,58.824,58.48,58.211999999999996,58.104,58.192,58.497,59.003,59.65,60.379,61.161,61.974,62.806999999999995,63.653,64.49600000000001,65.314,66.08,66.771,67.382,67.911,68.36,68.736,69.055,69.34,69.609,69.874,70.137,70.39699999999999,70.64699999999999
Turkmenistan,60.998999999999995,61.31100000000001,61.622,61.92,62.193000000000005,62.426,62.605,62.727,62.79600000000001,62.82,62.81,62.784,62.761,62.758,62.786,62.851000000000006,62.953,63.083999999999996,63.236999999999995,63.413000000000004,63.613,63.842,64.101,64.38600000000001,64.693,65.017,65.354,65.695,66.031,66.355,66.657,66.928,67.167,67.375,67.55199999999999,67.704,67.835,67.956
Latin America & the Caribbean (IDA & IBRD countries),64.28939118,64.68814101,65.08263637,65.46935417,65.85218912,66.231565,66.60861733,66.98453246,67.35688413,67.72874463,68.09749537,68.46312682,68.82434638,69.17876214,69.52754028,69.87095622,70.21121818,70.54926859,70.882857,71.2122877,71.53391165,71.84318775,72.13880664,72.41662541,72.67771085,72.92292099,73.15305490000001,73.37208652,73.58227612,73.78540798,73.98172967,74.17127102,74.35350217,74.52844707,74.69836498,74.8647344,75.02873523,75.19246541
Timor-Leste,34.419000000000004,36.185,38.175,40.132,41.931999999999995,43.482,44.755,45.831,46.791000000000004,47.661,48.492,49.345,50.261,51.266999999999996,52.36600000000001,53.538000000000004,54.736999999999995,55.907,57.011,58.037,59.001999999999995,59.945,60.901,61.888000000000005,62.893,63.882,64.803,65.61,66.27600000000001,66.796,67.186,67.477,67.72,67.953,68.197,68.459,68.735,69.007
Middle East & North Africa (IDA & IBRD countries),57.80939198,58.1715086,58.62408167,59.20574327,59.92376262,60.76309863,61.68501695,62.62528791,63.52872602,64.36465594,65.11060497,65.75827022,66.32647864,66.83333498,67.28663977,67.69419325,68.06422035,68.40566209,68.72689955,69.03491394,69.33706406,69.6370637,69.93379473,70.22611866,70.51532117,70.79963467,71.07491529,71.33624081,71.57811531,71.80020163,72.00580146,72.20270536,72.3975981,72.59564383,72.79522708,72.99505261,73.19354707,73.39013107
Tonga,66.889,67.128,67.365,67.6,67.831,68.054,68.266,68.46300000000001,68.641,68.79899999999999,68.935,69.04899999999999,69.143,69.223,69.29,69.351,69.41,69.471,69.535,69.601,69.667,69.725,69.771,69.803,69.822,69.836,69.852,69.878,69.921,69.982,70.059,70.148,70.242,70.335,70.42699999999999,70.517,70.607,70.70100000000001
South Asia (IDA & IBRD),53.95884433,54.41704991,54.84126695,55.24177056,55.62692869,56.00894438,56.40006967,56.80523584,57.23094947,57.67713341,58.14480099,58.63004675,59.12313447,59.61690854,60.10686443,60.58985547,61.06099238,61.52176473,61.96970889,62.40431132,62.82398278,63.22899214,63.62377115,64.01139648,64.39518787,64.78317085,65.17993291,65.58771357,66.00524982,66.4278567,66.84876853,67.25831784,67.64633996,68.00771902,68.34020626,68.64190068,68.91615144,69.1713119
Sub-Saharan Africa (IDA & IBRD countries),48.44501391,48.76772282,49.0746284,49.36280843,49.62587723,49.85289686,50.03047633,50.15150445,50.21606205,50.23251451,50.21457418,50.179947,50.14116216,50.10569718,50.07375794,50.04762592,50.03610244,50.05418046,50.11841723,50.24477074,50.45021401,50.75002364,51.14816442,51.64213124,52.22479026,52.88642804,53.61420946,54.38543259,55.17445642,55.96111812,56.72547004,57.45600255,58.14957954,58.80138989,59.40479994,59.95283055,60.44238734,60.88000237
Trinidad and Tobago,66.533,66.694,66.854,67.015,67.179,67.344,67.507,67.666,67.816,67.957,68.086,68.20100000000001,68.305,68.402,68.49600000000001,68.597,68.71300000000001,68.85,69.01100000000001,69.199,69.413,69.65,69.903,70.164,70.428,70.691,70.952,71.21,71.464,71.71,71.946,72.17,72.382,72.582,72.768,72.941,73.1,73.245
Tunisia,61.998999999999995,62.924,63.769,64.53,65.211,65.831,66.414,66.98899999999999,67.574,68.176,68.792,69.407,70.001,70.555,71.062,71.517,71.921,72.282,72.608,72.904,73.172,73.415,73.638,73.842,74.03399999999999,74.217,74.391,74.558,74.72,74.88,75.041,75.206,75.376,75.55199999999999,75.734,75.922,76.115,76.31
Turkey,58.667,59.297,59.915,60.52,61.111000000000004,61.681999999999995,62.231,62.758,63.266000000000005,63.763000000000005,64.256,64.757,65.275,65.815,66.377,66.96300000000001,67.57,68.189,68.807,69.417,70.005,70.56,71.078,71.559,72.00399999999999,72.42399999999999,72.83,73.235,73.649,74.074,74.507,74.944,75.373,75.78399999999999,76.172,76.532,76.86,77.161
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Republic of Tanzania,50.288000000000004,50.42100000000001,50.526,50.613,50.683,50.726000000000006,50.725,50.67100000000001,50.56100000000001,50.403,50.206,49.978,49.743,49.528999999999996,49.365,49.287,49.32899999999999,49.503,49.809,50.248000000000005,50.801,51.443999999999996,52.141999999999996,52.86600000000001,53.602,54.349,55.119,55.926,56.777,57.666000000000004,58.583999999999996,59.525,60.47,61.398,62.288000000000004,63.111000000000004,63.843999999999994,64.479
Uganda,50.0,49.955,49.831,49.615,49.303999999999995,48.891999999999996,48.378,47.784,47.145,46.492,45.853,45.251999999999995,44.715,44.272,43.961000000000006,43.824,43.898999999999994,44.19,44.685,45.373000000000005,46.229,47.22,48.299,49.42100000000001,50.553999999999995,51.676,52.784,53.887,54.983999999999995,56.06,57.099,58.086999999999996,59.016999999999996,59.881,60.669,61.373000000000005,61.986000000000004,62.516000000000005
Ukraine,68.81782927,68.81082927,68.9012439,69.0774878,69.31734146,69.57478049,69.7912439,70.49512195,70.49756098,70.53902439,70.09756098,69.29804878,68.77097561,68.13073171,67.54121951,66.74195122,67.02243902,67.57634146,68.37487805,67.98097561,67.67560976,67.83707317,68.27560976,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122,71.47634146,71.78097561
Upper middle income,65.76287214,66.1202119,66.47917102,66.78139922,67.0499312,67.38975841,67.78488585,68.03808693,68.26949024,68.45464098,68.62429938,68.78027776,68.83119980000001,68.86565411,69.02002174,69.23977233,69.53899483,69.84853919,70.13211213,70.34488398,70.60591665,70.88029273,71.13882952,71.40950658,71.70514514,71.96952711,72.30418505,72.62142405,72.90949173,73.23384038,73.51457024,73.85121986,74.15595007,74.46592903,74.74151192,75.01752704,75.278622,75.52253325
Uruguay,70.256,70.536,70.814,71.085,71.343,71.583,71.804,72.008,72.20100000000001,72.38600000000001,72.569,72.757,72.955,73.166,73.388,73.62,73.854,74.086,74.309,74.523,74.73100000000001,74.939,75.152,75.373,75.59899999999999,75.82600000000001,76.046,76.251,76.437,76.60300000000001,76.75,76.882,77.00399999999999,77.124,77.244,77.369,77.498,77.632
United States,73.6097561,74.0097561,74.36097561,74.46341463,74.56341463,74.56341463,74.61463415,74.76585366,74.76585366,75.01707317,75.21463415,75.36585366,75.61707317,75.4195122,75.6195122,75.62195122,76.02682927,76.42926829,76.5804878,76.58292683,76.63658537,76.83658537,76.93658537,77.03658537,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439
Uzbekistan,64.637,64.914,65.206,65.50399999999999,65.796,66.059,66.27,66.416,66.495,66.512,66.48100000000001,66.42399999999999,66.368,66.336,66.343,66.396,66.494,66.626,66.782,66.959,67.156,67.374,67.613,67.868,68.135,68.407,68.676,68.939,69.193,69.435,69.672,69.91,70.155,70.41,70.671,70.928,71.171,71.388
Saint Vincent and the Grenadines,67.59,68.031,68.456,68.85600000000001,69.223,69.551,69.835,70.078,70.283,70.45100000000001,70.58,70.669,70.723,70.748,70.752,70.745,70.736,70.73100000000001,70.738,70.762,70.809,70.882,70.977,71.087,71.208,71.331,71.449,71.554,71.643,71.71600000000001,71.77600000000001,71.827,71.87899999999999,71.939,72.01,72.095,72.193,72.3
Venezuela (Bolivarian Republic of),68.542,68.795,69.038,69.27199999999999,69.497,69.715,69.923,70.123,70.312,70.491,70.658,70.811,70.95100000000001,71.079,71.2,71.321,71.45100000000001,71.596,71.756,71.93,72.112,72.294,72.46600000000001,72.618,72.74600000000001,72.852,72.938,73.01,73.071,73.116,73.134,73.11,73.03699999999999,72.918,72.762,72.584,72.405,72.24600000000001
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),71.70012195,71.93070732,72.1662439,72.4102439,72.66221951,72.92217073,73.18704878,73.45385366,73.71758537,73.9782439,74.23585366,74.49195122,74.74704878,75.00265854,75.25729268,75.50992683,75.75902439,76.00253659,76.23697561,76.46185366,76.6195122,77.67317073,77.62195122,77.57317073,77.87317073,77.42195122,78.47560976,76.86097561,77.26341463,77.61463415,77.96585366,78.41707317,78.66829268,78.86829268,78.96829268,79.16829268,79.26829268,79.4195122
Viet Nam,67.542,67.942,68.203,68.439,68.688,68.972,69.293,69.624,69.943,70.252,70.551,70.842,71.124,71.399,71.666,71.923,72.168,72.399,72.617,72.824,73.025,73.22800000000001,73.438,73.654,73.875,74.092,74.295,74.47399999999999,74.625,74.745,74.837,74.904,74.958,75.006,75.056,75.11,75.172,75.241
Vanuatu,59.961000000000006,60.528,61.086999999999996,61.632,62.158,62.659,63.131,63.574,63.986000000000004,64.368,64.721,65.047,65.34899999999999,65.633,65.903,66.16199999999999,66.414,66.66,66.899,67.134,67.363,67.583,67.793,67.99,68.176,68.35,68.515,68.672,68.824,68.97399999999999,69.123,69.27199999999999,69.421,69.57,69.719,69.869,70.021,70.172
World,62.84154326,63.18238634,63.50876512,63.75689422,64.02145392,64.27903589,64.57977254,64.8309407,65.03500608,65.24755658,65.4337949,65.6197545,65.77073004,65.88774334,66.08965083,66.27821875,66.55984289,66.84461976,67.08678696,67.29309436,67.54918887,67.82172841,68.07034502,68.32690082,68.65223707,68.92020377,69.26229264,69.59194222,69.8991758,70.24646274,70.55611913,70.88407764,71.17171202,71.46225702,71.74196505,71.94789833,72.18217105,72.38300866
Samoa,63.567,63.937,64.289,64.617,64.92,65.194,65.443,65.67,65.883,66.085,66.281,66.47,66.655,66.842,67.03699999999999,67.249,67.491,67.764,68.067,68.399,68.748,69.10300000000001,69.45100000000001,69.781,70.089,70.374,70.642,70.90100000000001,71.158,71.41199999999999,71.663,71.906,72.13600000000001,72.351,72.54899999999999,72.73,72.895,73.046
Kosovo,,65.89756098,66.19756098,66.39756098,66.59756098,66.79756098,66.99756098,67.19756098,67.39756098,67.54878049,67.74878049,67.94878049,68.1,68.24878049,68.4,68.55121951,68.7,68.85121951,68.95121951,66.95121951,67.95121951,67.99756098,67.94390244,68.19512195,68.44634146,68.69512195,68.94634146,69.19756098,69.39756098,69.64878049,69.9,70.14878049,70.49756098,70.79756098,71.09756098,71.34634146,71.64634146,71.94634146
Yemen,48.532,49.778,50.981,52.117,53.17,54.12,54.958999999999996,55.692,56.331,56.881,57.346000000000004,57.73,58.047,58.318000000000005,58.566,58.817,59.096000000000004,59.415,59.782,60.20399999999999,60.683,61.216,61.781000000000006,62.358000000000004,62.931000000000004,63.481,63.997,64.47,64.892,65.255,65.54899999999999,65.768,65.92,66.016,66.066,66.085,66.087,66.086
South Africa,58.107,58.637,59.191,59.766000000000005,60.353,60.946000000000005,61.54,62.108999999999995,62.619,63.035,63.306999999999995,63.38399999999999,63.247,62.894,62.331,61.56100000000001,60.595,59.489,58.315,57.144,56.048,55.089,54.31,53.748999999999995,53.443999999999996,53.446999999999996,53.795,54.452,55.36,56.46,57.669,58.895,60.06,61.099,61.968,62.648999999999994,63.153,63.538000000000004
Zambia,52.802,52.863,52.905,52.915,52.87,52.72,52.402,51.888000000000005,51.173,50.282,49.248999999999995,48.125,46.986999999999995,45.919,44.983000000000004,44.242,43.735,43.461000000000006,43.413000000000004,43.593999999999994,44.0,44.615,45.4,46.321999999999996,47.354,48.496,49.757,51.13399999999999,52.606,54.13,55.655,57.126000000000005,58.501999999999995,59.746,60.831,61.736999999999995,62.464,63.043
Zimbabwe,59.731,60.203,60.65,61.025,61.28,61.356,61.199,60.792,60.136,59.235,58.1,56.748999999999995,55.243,53.653,52.044,50.48,49.00899999999999,47.661,46.466,45.461000000000006,44.648999999999994,44.01,43.523,43.195,43.065,43.24100000000001,43.853,44.946999999999996,46.504,48.449,50.64,52.896,55.032,56.897,58.41,59.534,60.294,60.812
