Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,283800
2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,276323
2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,139035505
2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,889164
2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,8391850
2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,2981269
2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,971893
2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,100218
2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1290123
2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,10022277
2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,67010930
2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,26821297
2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2939247
2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,47451600
2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,204127
2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,25654277
2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3011487
2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,33149724
2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,81465
2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,38892931
2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,4068570
2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,12369070
2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,16182721
2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,17802997
2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,3959875
2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,17259322
2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,13066469
2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,7131693
2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,184006481
2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1765527
2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3764194
2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,638815
2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,7750004
2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,276504
2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,275284
2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,136986432
2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,8306500
2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,3000720
2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,9734767
2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,38491972
2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,32692163
2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3026939
2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,24726684
2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,198959
2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,3711932
2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,47812950
2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,25980552
2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,66089402
2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,9945277
2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1283559
2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,99589
2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,947108
2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,17415214
2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,311265
2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,80336
2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,16014971
2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,829844
2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,597228
2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,7282953
2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1129623456
2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,223285676
2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,6809000
2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2725015
2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,5580244
2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,9047077
2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,15012985
2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,90499
2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,2200492
2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,487942
2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,4569378
2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,42075955
2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5710154
2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,35635271
2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,745737
2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,2005940
2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,8925743
2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,11250365
2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,771603
2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,8974444
2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,13596388
2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1313492
2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,716949
2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,6023797
2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,817860
2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1353795
2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,3927340
2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,104347
2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,12796925
2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,17970494
2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,1026286
2017IPV1Mozambique,Mozambique,2017,IPV1,ESAR,60,618000,1029000,24187487
2017IPV1Myanmar,Myanmar,2017,IPV1,EAPR,12,109000,908000,50990615
2017IPV1Nepal,Nepal,2017,IPV1,ROSA,16,88000,549000,27041437
2017IPV1Nicaragua,Nicaragua,2017,IPV1,LACR,99,131000,132000,5903039
2017IPV1Niger,Niger,2017,IPV1,WCAR,85,817000,961000,17114761
2017IPV1Peru,Peru,2017,IPV1,LACR,90,508000,564000,29264318
2017IPV1Oman,Oman,2017,IPV1,MENA,99,89000,90000,3251108
2017IPV1Pakistan,Pakistan,2017,IPV1,ROSA,67,3741000,5584000,183340592
2017IPV1Panama,Panama,2017,IPV1,LACR,96,75000,78000,3706483
2017IPV1Papua New Guinea,Papua New Guinea,2017,IPV1,EAPR,32,71000,221000,7472200
2017IPV1Paraguay,Paraguay,2017,IPV1,LACR,95,133000,140000,6333976
2017IPV1Morocco,Morocco,2017,IPV1,MENA,17,115000,675000,32781850
2017IPV1Nigeria,Nigeria,2017,IPV1,WCAR,57,3915000,6869000,162805071
2017IPV1Montenegro,Montenegro,2017,IPV1,CEECIS,95,7000,7000,620079
2017IPV1Libya,Libya,2017,IPV1,MENA,99,125000,127000,6247439
2017IPV1Mauritius,Mauritius,2017,IPV1,ESAR,95,12000,13000,1252404
2017IPV1Mauritania,Mauritania,2017,IPV1,WCAR,68,94000,138000,3598648
2017IPV1Mali,Mali,2017,IPV1,WCAR,46,335000,729000,15514591
2017IPV1Maldives,Maldives,2017,IPV1,ROSA,99,7000,7000,380495
2017IPV1Madagascar,Madagascar,2017,IPV1,ESAR,62,507000,818000,21743967
2017IPV1Liberia,Liberia,2017,IPV1,WCAR,29,43000,149000,4017443
2017IPV1Lebanon,Lebanon,2017,IPV1,MENA,96,110000,115000,5202343
2017IPV1Kuwait,Kuwait,2017,IPV1,MENA,99,58000,58000,3168060
2017IPV1Kiribati,Kiribati,2017,IPV1,EAPR,87,3000,3000,104728
2017IPV1Kenya,Kenya,2017,IPV1,ESAR,78,1106000,1418000,43178257
2017IPV1Kazakhstan,Kazakhstan,2017,IPV1,CEECIS,99,382000,386000,16557201
2017IPV1Jordan,Jordan,2017,IPV1,MENA,99,212000,214000,7663131
2017IPV1Jamaica,Jamaica,2017,IPV1,LACR,95,45000,47000,2825929
2017IPV1Philippines,Philippines,2017,IPV1,EAPR,41,888000,2165000,95570047
2017IPV1Mexico,Mexico,2017,IPV1,LACR,93,2050000,2204000,115695473
2017IPV1Qatar,Qatar,2017,IPV1,MENA,98,26000,26000,2035871
2017IPV1Barbados,Barbados,2017,IPV1,LACR,89,3000,3000,283700
2017IPV1Samoa,Samoa,2017,IPV1,EAPR,81,4000,5000,187469
2017IPV1Ukraine,Ukraine,2017,IPV1,CEECIS,43,186000,432000,45706100
2017IPV1United Arab Emirates,United Arab Emirates,2017,IPV1,MENA,99,99000,100000,8946777
2017IPV1Vanuatu,Vanuatu,2017,IPV1,EAPR,85,7000,8000,242653
2017IPV1Afghanistan,Afghanistan,2017,IPV1,ROSA,66,752000,1139000,31161376
2017IPV1Albania,Albania,2017,IPV1,CEECIS,99,34000,34000,2900401
2017IPV1Algeria,Algeria,2017,IPV1,MENA,92,925000,1005000,37383887
2017IPV1Uganda,Uganda,2017,IPV1,ESAR,70,1071000,1530000,33476919
2017IPV1Antigua and Barbuda,Antigua and Barbuda,2017,IPV1,LACR,95,1000,1000,90409
2017IPV1Armenia,Armenia,2017,IPV1,CEECIS,92,38000,42000,2884229
2017IPV1Azerbaijan,Azerbaijan,2017,IPV1,CEECIS,96,161000,168000,9295784
2017IPV1Bahrain,Bahrain,2017,IPV1,MENA,98,21000,22000,1299943
2017IPV1Bangladesh,Bangladesh,2017,IPV1,ROSA,17,489000,2875000,151007807
2017IPV1Israel,Israel,2017,IPV1,Industrialized,99,168000,169000,7765800
2017IPV1Belize,Belize,2017,IPV1,LACR,89,7000,8000,338000
2017IPV1Argentina,Argentina,2017,IPV1,LACR,91,681000,748000,41733271
2017IPV1Russian Federation,Russian Federation,2017,IPV1,CEECIS,97,1803000,1859000,142960868
2017IPV1Turkey,Turkey,2017,IPV1,CEECIS,93,1212000,1303000,73443863
2017IPV1Trinidad and Tobago,Trinidad and Tobago,2017,IPV1,LACR,90,16000,18000,1336178
2017IPV1Sao Tome and Principe,Sao Tome and Principe,2017,IPV1,WCAR,46,3000,6000,184524
2017IPV1Saudi Arabia,Saudi Arabia,2017,IPV1,MENA,99,594000,600000,28267685
2017IPV1Serbia,Serbia,2017,IPV1,CEECIS,98,82000,84000,7234099
2017IPV1Seychelles,Seychelles,2017,IPV1,ESAR,99,2000,2000,87441
2017IPV1Singapore,Singapore,2017,IPV1,EAPR,97,49000,50000,5183688
2017IPV1Solomon Islands,Solomon Islands,2017,IPV1,EAPR,72,15000,21000,541521
2017IPV1Tunisia,Tunisia,2017,IPV1,MENA,96,195000,203000,10741880
2017IPV1South Africa,South Africa,2017,IPV1,ESAR,82,949000,1158000,52004172
2017IPV1Sri Lanka,Sri Lanka,2017,IPV1,ROSA,99,334000,337000,20398670
2017IPV1Suriname,Suriname,2017,IPV1,LACR,88,9000,11000,535179
2017IPV1Syrian Arab Republic,Syrian Arab Republic,2017,IPV1,MENA,67,287000,428000,21082966
2017IPV1Thailand,Thailand,2017,IPV1,EAPR,95,685000,721000,67518382
2017IPV1Timor-Leste,Timor-Leste,2017,IPV1,EAPR,80,28000,35000,1113151
2017IPV1Tonga,Tonga,2017,IPV1,EAPR,81,2000,3000,103562
2017IPV1South Sudan,South Sudan,2017,IPV1,ESAR,34,123000,361000,9830698
2017IPV1Iraq,Iraq,2017,IPV1,MENA,93,1004000,1080000,30725300
2017IPV1Bhutan,Bhutan,2017,IPV1,ROSA,35,4000,13000,693298
2017IPV1India,India,2017,IPV1,ROSA,50,11718000,23436000,1250288729
2017IPV1Azerbaijan,Azerbaijan,2017,IPV1,CEECIS,96,161000,168000,9173082
2017IPV1Armenia,Armenia,2017,IPV1,CEECIS,92,38000,42000,2876538
2017IPV1Argentina,Argentina,2017,IPV1,LACR,91,681000,748000,41261490
2017IPV1Antigua and Barbuda,Antigua and Barbuda,2017,IPV1,LACR,95,1000,1000,89253
2017IPV1Algeria,Algeria,2017,IPV1,MENA,92,925000,1005000,36661444
2017IPV1Albania,Albania,2017,IPV1,CEECIS,99,34000,34000,2905195
2017IPV1Afghanistan,Afghanistan,2017,IPV1,ROSA,66,752000,1139000,30117413
2017IPV1Vanuatu,Vanuatu,2017,IPV1,EAPR,85,7000,8000,236211
2017IPV1United Arab Emirates,United Arab Emirates,2017,IPV1,MENA,99,99000,100000,8549988
2017IPV1Ukraine,Ukraine,2017,IPV1,CEECIS,43,186000,432000,45870700
2017IPV1Uganda,Uganda,2017,IPV1,ESAR,70,1071000,1530000,32428167
2017IPV1Turkey,Turkey,2017,IPV1,CEECIS,93,1212000,1303000,72326988
2017IPV1Tunisia,Tunisia,2017,IPV1,MENA,96,195000,203000,10635244
2017IPV1Trinidad and Tobago,Trinidad and Tobago,2017,IPV1,LACR,90,16000,18000,1328147
2017IPV1Tonga,Tonga,2017,IPV1,EAPR,81,2000,3000,103986
2017IPV1Timor-Leste,Timor-Leste,2017,IPV1,EAPR,80,28000,35000,1093523
2017IPV1Thailand,Thailand,2017,IPV1,EAPR,95,685000,721000,67195028
2017IPV1Russian Federation,Russian Federation,2017,IPV1,CEECIS,97,1803000,1859000,142849449
2017IPV1Samoa,Samoa,2017,IPV1,EAPR,81,4000,5000,185949
2017IPV1Jordan,Jordan,2017,IPV1,MENA,99,212000,214000,8520420
2017IPV1Sao Tome and Principe,Sao Tome and Principe,2017,IPV1,WCAR,46,3000,6000,180371
2017IPV1Saudi Arabia,Saudi Arabia,2017,IPV1,MENA,99,594000,600000,27421461
2017IPV1Serbia,Serbia,2017,IPV1,CEECIS,98,82000,84000,7291436
2017IPV1Bahrain,Bahrain,2017,IPV1,MENA,98,21000,22000,1278151
2017IPV1Seychelles,Seychelles,2017,IPV1,ESAR,99,2000,2000,89770
2017IPV1Solomon Islands,Solomon Islands,2017,IPV1,EAPR,72,15000,21000,527861
2017IPV1South Africa,South Africa,2017,IPV1,ESAR,82,949000,1158000,51216964
2017IPV1South Sudan,South Sudan,2017,IPV1,ESAR,34,123000,361000,9508364
2017IPV1Sri Lanka,Sri Lanka,2017,IPV1,ROSA,99,334000,337000,20261737
2017IPV1Suriname,Suriname,2017,IPV1,LACR,88,9000,11000,529131
2017IPV1Syrian Arab Republic,Syrian Arab Republic,2017,IPV1,MENA,67,287000,428000,21362529
2017IPV1Singapore,Singapore,2017,IPV1,EAPR,97,49000,50000,5076732
2017IPV1Indonesia,Indonesia,2017,IPV1,EAPR,47,2245000,4776000,245116206
2017IPV1Bangladesh,Bangladesh,2017,IPV1,ROSA,17,489000,2875000,149273778
2017IPV1Belize,Belize,2017,IPV1,LACR,89,7000,8000,330237
2017IPV1Honduras,Honduras,2017,IPV1,LACR,93,189000,203000,8480671
2017IPV1Haiti,Haiti,2017,IPV1,LACR,66,169000,257000,10100320
2017IPV1Guyana,Guyana,2017,IPV1,LACR,94,14000,15000,752028
2017IPV1Guinea-Bissau,Guinea-Bissau,2017,IPV1,WCAR,17,10000,62000,1562989
2017IPV1Guinea,Guinea,2017,IPV1,WCAR,45,190000,422000,10420471
2017IPV1Guatemala,Guatemala,2017,IPV1,LACR,88,363000,413000,14948803
2017IPV1Grenada,Grenada,2017,IPV1,LACR,91,2000,2000,106796
2017IPV1Georgia,Georgia,2017,IPV1,CEECIS,98,53000,54000,3756441
2017IPV1Gabon,Gabon,2017,IPV1,WCAR,75,48000,64000,1684635
2017IPV1Fiji,Fiji,2017,IPV1,EAPR,99,18000,19000,863449
2017IPV1Ethiopia,Ethiopia,2017,IPV1,ESAR,52,1747000,3360000,90139927
2017IPV1Eswatini,Eswatini,2017,IPV1,ESAR,82,24000,29000,1072032
2017IPV1Equatorial Guinea,Equatorial Guinea,2017,IPV1,WCAR,25,10000,40000,986853
2017IPV1El Salvador,El Salvador,2017,IPV1,LACR,82,95000,116000,6210568
2017IPV1Ecuador,Ecuador,2017,IPV1,LACR,83,275000,331000,15243883
2017IPV1Dominican Republic,Dominican Republic,2017,IPV1,LACR,98,199000,203000,9813210
2017IPV1Djibouti,Djibouti,2017,IPV1,MENA,46,9000,20000,853674
2017IPV1Benin,Benin,2017,IPV1,WCAR,48,185000,385000,9460830
2017IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2017,IPV1,CEECIS,91,25000,28000,3661175
2017IPV1Botswana,Botswana,2017,IPV1,ESAR,95,52000,55000,2015402
2017IPV1Brazil,Brazil,2017,IPV1,LACR,99,2868000,2897000,197514534
2017IPV1Cabo Verde,Cabo Verde,2017,IPV1,WCAR,60,6000,11000,498856
2017IPV1Cambodia,Cambodia,2017,IPV1,EAPR,68,243000,358000,14541423
2017IPV1Barbados,Barbados,2017,IPV1,LACR,89,3000,3000,282987
2017IPV1Cameroon,Cameroon,2017,IPV1,WCAR,76,629000,828000,20906388
2017IPV1Chad,Chad,2017,IPV1,WCAR,41,243000,594000,12360989
2017IPV1Chile,Chile,2017,IPV1,LACR,98,228000,233000,17233576
2017IPV1China,China,2017,IPV1,EAPR,99,16739000,16908000,1344130000
2017IPV1Colombia,Colombia,2017,IPV1,LACR,94,686000,730000,45663099
2017IPV1Comoros,Comoros,2017,IPV1,ESAR,57,14000,25000,706569
2017IPV1Cuba,Cuba,2017,IPV1,LACR,99,116000,117000,11236670
2017IPV1Central African Republic,Central African Republic,2017,IPV1,WCAR,47,71000,152000,4418636
2017IPV1Benin,Benin,2017,IPV1,WCAR,48,185000,385000,9729248
2017IPV1Samoa,Samoa,2017,IPV1,EAPR,81,4000,5000,189088
2017IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2017,IPV1,CEECIS,91,25000,28000,3604972
2017IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2017,IPV1,CEECIS,91,25000,28000,3542605
2017IPV1Bhutan,Bhutan,2017,IPV1,ROSA,35,4000,13000,710238
2017IPV1Benin,Benin,2017,IPV1,WCAR,48,185000,385000,10004588
2017IPV1Belize,Belize,2017,IPV1,LACR,89,7000,8000,345715
2017IPV1Barbados,Barbados,2017,IPV1,LACR,89,3000,3000,284296
2017IPV1Bangladesh,Bangladesh,2017,IPV1,ROSA,17,489000,2875000,152764676
2017IPV1Bahrain,Bahrain,2017,IPV1,MENA,98,21000,22000,1315029
2017IPV1Azerbaijan,Azerbaijan,2017,IPV1,CEECIS,96,161000,168000,9416801
2017IPV1Armenia,Armenia,2017,IPV1,CEECIS,92,38000,42000,2897584
2017IPV1Argentina,Argentina,2017,IPV1,LACR,91,681000,748000,42202935
2017IPV1Antigua and Barbuda,Antigua and Barbuda,2017,IPV1,LACR,95,1000,1000,91516
2017IPV1Algeria,Algeria,2017,IPV1,MENA,92,925000,1005000,38140132
2017IPV1Albania,Albania,2017,IPV1,CEECIS,99,34000,34000,2895092
2017IPV1Afghanistan,Afghanistan,2017,IPV1,ROSA,66,752000,1139000,32269589
2017IPV1Botswana,Botswana,2017,IPV1,ESAR,95,52000,55000,2062536
2017IPV1Vanuatu,Vanuatu,2017,IPV1,EAPR,85,7000,8000,249499
2017IPV1Ukraine,Ukraine,2017,IPV1,CEECIS,43,186000,432000,45593300
2017IPV1Uganda,Uganda,2017,IPV1,ESAR,70,1071000,1530000,34559168
2017IPV1Turkey,Turkey,2017,IPV1,CEECIS,93,1212000,1303000,74653016
2017IPV1Tunisia,Tunisia,2017,IPV1,MENA,96,195000,203000,10847002
2017IPV1Trinidad and Tobago,Trinidad and Tobago,2017,IPV1,LACR,90,16000,18000,1344817
2017IPV1Tonga,Tonga,2017,IPV1,EAPR,81,2000,3000,102737
2017IPV1Timor-Leste,Timor-Leste,2017,IPV1,EAPR,80,28000,35000,1132994
2017IPV1Thailand,Thailand,2017,IPV1,EAPR,95,685000,721000,67835957
2017IPV1Syrian Arab Republic,Syrian Arab Republic,2017,IPV1,MENA,67,287000,428000,20442541
2017IPV1Suriname,Suriname,2017,IPV1,LACR,88,9000,11000,541245
2017IPV1Sri Lanka,Sri Lanka,2017,IPV1,ROSA,99,334000,337000,20425000
2017IPV1South Sudan,South Sudan,2017,IPV1,ESAR,34,123000,361000,10113647
2017IPV1South Africa,South Africa,2017,IPV1,ESAR,82,949000,1158000,52834005
2017IPV1Solomon Islands,Solomon Islands,2017,IPV1,EAPR,72,15000,21000,556064
2017IPV1United Arab Emirates,United Arab Emirates,2017,IPV1,MENA,99,99000,100000,9141596
2017IPV1Brazil,Brazil,2017,IPV1,LACR,99,2868000,2897000,201035903
2017IPV1Cabo Verde,Cabo Verde,2017,IPV1,WCAR,60,6000,11000,511748
2017IPV1Cambodia,Cambodia,2017,IPV1,EAPR,68,243000,358000,15026332
2017IPV1Jamaica,Jamaica,2017,IPV1,LACR,95,45000,47000,2858709
2017IPV1Qatar,Qatar,2017,IPV1,MENA,98,26000,26000,1856327
2017IPV1Israel,Israel,2017,IPV1,Industrialized,99,168000,169000,8059500
2017IPV1Iraq,Iraq,2017,IPV1,MENA,93,1004000,1080000,33157050
2017IPV1Indonesia,Indonesia,2017,IPV1,EAPR,47,2245000,4776000,251806402
2017IPV1India,India,2017,IPV1,ROSA,50,11718000,23436000,1280846129
2017IPV1Honduras,Honduras,2017,IPV1,LACR,93,189000,203000,8798521
2017IPV1Haiti,Haiti,2017,IPV1,LACR,66,169000,257000,10400673
2017IPV1Guyana,Guyana,2017,IPV1,LACR,94,14000,15000,759285
2017IPV1Guinea-Bissau,Guinea-Bissau,2017,IPV1,WCAR,17,10000,62000,1648257
2017IPV1Guinea,Guinea,2017,IPV1,WCAR,45,190000,422000,10892810
2017IPV1Guatemala,Guatemala,2017,IPV1,LACR,88,363000,413000,15595821
2017IPV1Grenada,Grenada,2017,IPV1,LACR,91,2000,2000,108170
2017IPV1Georgia,Georgia,2017,IPV1,CEECIS,98,53000,54000,3717668
2017IPV1Gabon,Gabon,2017,IPV1,WCAR,75,48000,64000,1817071
2017IPV1Fiji,Fiji,2017,IPV1,EAPR,99,18000,19000,865608
2017IPV1Ethiopia,Ethiopia,2017,IPV1,ESAR,52,1747000,3360000,95385785
2017IPV1Cameroon,Cameroon,2017,IPV1,WCAR,76,629000,828000,22077298
2017IPV1Central African Republic,Central African Republic,2017,IPV1,WCAR,47,71000,152000,4447942
2017IPV1Chad,Chad,2017,IPV1,WCAR,41,243000,594000,13220424
2017IPV1Chile,Chile,2017,IPV1,LACR,98,228000,233000,17571507
2017IPV1China,China,2017,IPV1,EAPR,99,16739000,16908000,1357380000
2017IPV1Colombia,Colombia,2017,IPV1,LACR,94,686000,730000,46497267
2017IPV1Singapore,Singapore,2017,IPV1,EAPR,97,49000,50000,5312437
2017IPV1Comoros,Comoros,2017,IPV1,ESAR,57,14000,25000,741505
2017IPV1Djibouti,Djibouti,2017,IPV1,MENA,46,9000,20000,883293
2017IPV1Dominican Republic,Dominican Republic,2017,IPV1,LACR,98,199000,203000,10048224
2017IPV1Ecuador,Ecuador,2017,IPV1,LACR,83,275000,331000,15707474
2017IPV1El Salvador,El Salvador,2017,IPV1,LACR,82,95000,116000,6266070
2017IPV1Equatorial Guinea,Equatorial Guinea,2017,IPV1,WCAR,25,10000,40000,1076413
2017IPV1Eswatini,Eswatini,2017,IPV1,ESAR,82,24000,29000,1086839
2017IPV1Cuba,Cuba,2017,IPV1,LACR,99,116000,117000,11282720
2017IPV1Seychelles,Seychelles,2017,IPV1,ESAR,99,2000,2000,88303
2017IPV1Serbia,Serbia,2017,IPV1,CEECIS,98,82000,84000,7199077
2017IPV1Saudi Arabia,Saudi Arabia,2017,IPV1,MENA,99,594000,600000,29155187
2017IPV1Indonesia,Indonesia,2017,IPV1,EAPR,47,2245000,4776000,248452413
2017IPV1India,India,2017,IPV1,ROSA,50,11718000,23436000,1265782790
2017IPV1Honduras,Honduras,2017,IPV1,LACR,93,189000,203000,8640691
2017IPV1Haiti,Haiti,2017,IPV1,LACR,66,169000,257000,10250930
2017IPV1Guyana,Guyana,2017,IPV1,LACR,94,14000,15000,755399
2017IPV1Guinea-Bissau,Guinea-Bissau,2017,IPV1,WCAR,17,10000,62000,1604979
2017IPV1Guinea,Guinea,2017,IPV1,WCAR,45,190000,422000,10652029
2017IPV1Guatemala,Guatemala,2017,IPV1,LACR,88,363000,413000,15270778
2017IPV1Grenada,Grenada,2017,IPV1,LACR,91,2000,2000,107446
2017IPV1Georgia,Georgia,2017,IPV1,CEECIS,98,53000,54000,3728874
2017IPV1Gabon,Gabon,2017,IPV1,WCAR,75,48000,64000,1749682
2017IPV1Fiji,Fiji,2017,IPV1,EAPR,99,18000,19000,865069
2017IPV1Ethiopia,Ethiopia,2017,IPV1,ESAR,52,1747000,3360000,92726971
2017IPV1Eswatini,Eswatini,2017,IPV1,ESAR,82,24000,29000,1079288
2017IPV1Equatorial Guinea,Equatorial Guinea,2017,IPV1,WCAR,25,10000,40000,1031191
2017IPV1El Salvador,El Salvador,2017,IPV1,LACR,82,95000,116000,6237923
2017IPV1Ecuador,Ecuador,2017,IPV1,LACR,83,275000,331000,15474102
2017IPV1Botswana,Botswana,2017,IPV1,ESAR,95,52000,55000,2039551
2017IPV1Brazil,Brazil,2017,IPV1,LACR,99,2868000,2897000,199287296
2017IPV1Cabo Verde,Cabo Verde,2017,IPV1,WCAR,60,6000,11000,505235
2017IPV1Cambodia,Cambodia,2017,IPV1,EAPR,68,243000,358000,14780454
2017IPV1Cameroon,Cameroon,2017,IPV1,WCAR,76,629000,828000,21485266
2017IPV1Central African Republic,Central African Republic,2017,IPV1,WCAR,47,71000,152000,4436415
2017IPV1Iraq,Iraq,2017,IPV1,MENA,93,1004000,1080000,31890011
2017IPV1Chad,Chad,2017,IPV1,WCAR,41,243000,594000,12784750
2017IPV1China,China,2017,IPV1,EAPR,99,16739000,16908000,1350695000
