,Unnamed: 0,0,Unnamed: 0.1,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
2601,4344,4344,17344,2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,4767344
2600,4256,4256,16565,2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,2504019
2614,5400,5400,21492,2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,2006514
2599,4168,4168,16364,2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,96527
2597,4014,4014,15973,2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,15484192
2596,3926,3926,15779,2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,6255280
2595,3838,3838,15442,2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2768227
2594,3750,3750,15066,2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,7180100
2593,3640,3640,14340,2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,232374245
2592,3552,3552,14183,2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1183209472
2591,3464,3464,13644,2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,7808518
2590,3398,3398,13496,2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,9495328
2589,3310,3310,13271,2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,746474
2588,3244,3244,13116,2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1411543
2587,3156,3156,12959,2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,9518162
2586,3090,3090,12782,2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,13700327
2585,3002,3002,12604,2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,105190
2584,2892,2892,11850,2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,3860158
2598,4102,4102,16180,2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,38705932
2615,5466,5466,21831,2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,26382581
2616,5554,5554,22326,2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,5590055
2617,5642,5642,22523,2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,14685399
2648,8348,8348,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,46509350
2094,4163,4163,16364,2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,87305
2646,8172,8172,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,69581848
2645,8084,8084,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,10304726
2644,7996,7996,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1308451
2643,7908,7908,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,102581
2642,7820,7820,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,1036392
2641,7666,7666,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,19878254
2640,7578,7578,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,511181
2639,7490,7490,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,32360621
2638,7424,7424,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,19842044
2637,7336,7336,29754,2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,8315139
2636,7248,7248,29566,2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,49119759
2635,7138,7138,29269,2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,492132
2634,7050,7050,28706,2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,4588599
2633,6940,6940,28357,2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,85033
2632,6852,6852,28159,2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7381579
2618,5730,5730,22687,2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,146339977
2619,5818,5818,23233,2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2657158
2620,5906,5906,23453,2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,167808105
2621,5994,5994,23830,2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,3453675
2622,6082,6082,24062,2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,6808514
2623,6148,6148,24231,2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,5998427
2583,2826,2826,11486,2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1472575
2624,6214,6214,24438,2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,28333052
2626,6368,6368,25275,2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,1218434
2627,6456,6456,26287,2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,142805088
2628,6566,6566,27209,2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,182046
2629,6632,6632,27580,2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,166300
2630,6698,6698,27749,2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,25184597
2631,6764,6764,27977,2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,11687080
2625,6302,6302,24669,2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,89405482
2582,2760,2760,10928,2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,836190
2581,2650,2650,10603,2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,1042652
2580,2562,2562,10134,2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,821687
2544,8083,8083,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,10201214
2543,7995,7995,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1302561
2542,7907,7907,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,101706
2541,7819,7819,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,1016432
2540,7665,7665,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,19059258
2539,7577,7577,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,505295
2538,7489,7489,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,31661823
2537,7423,7423,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,19695972
2536,7335,7335,29754,2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,7907406
2535,7247,7247,29566,2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,48489459
2534,7137,7137,29269,2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,481078
2533,7049,7049,28706,2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,4401365
2532,6939,6939,28357,2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,84600
2531,6851,6851,28159,2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7411569
2530,6763,6763,27977,2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,11382268
2529,6697,6697,27749,2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,24498310
2528,6631,6631,27580,2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,161681
2514,5465,5465,21831,2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,26066693
2515,5553,5553,22326,2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,5513763
2516,5641,5641,22523,2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,14143971
2517,5729,5729,22687,2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,142538308
2518,5817,5817,23233,2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2580758
2519,5905,5905,23453,2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,164022627
2545,8171,8171,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,68756810
2520,5993,5993,23830,2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,3391666
2522,6147,6147,24231,2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,5913209
2523,6213,6213,24438,2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,28102056
2524,6301,6301,24669,2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,87888675
2525,6367,6367,25275,2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,1022711
2526,6455,6455,26287,2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,143049528
2527,6565,6565,27209,2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,180876
2521,6081,6081,24062,2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,6646895
2512,5333,5333,21335,2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,49301050
2546,8281,8281,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,28571475
2548,8435,8435,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,5300174
2579,2496,2496,9929,2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,6105810
2578,2408,2408,9526,2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,14296557
2577,2320,2320,9324,2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,9338861
2576,2254,2254,8980,2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,805451
2575,2188,2188,7942,2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,11251122
2574,2100,2100,7587,2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,19171237
2573,2034,2034,6868,2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,641620
2572,1946,1946,6648,2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,43737516
2571,1836,1836,6280,2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,16530195
2570,1748,1748,6118,2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,10818024
2569,1660,1660,5956,2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,4198010
2568,1572,1572,5624,2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,18730282
2567,1506,1506,5461,2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,13679962
2566,1374,1374,5125,2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,7862214
2565,1286,1286,4279,2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,190130443
2564,1198,1198,4107,2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1875459
2563,1110,1110,3918,2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3762786
2549,8545,8545,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,214370
2550,54,54,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,27100536
2551,120,120,191,2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,2970017
2552,208,208,400,2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,34166972
2553,318,318,930,2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,84026
2554,406,406,1106,2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,39684295
2547,8347,8347,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,46787750
2555,472,472,1332,2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,2932618
2557,604,604,2275,2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,1035919
2558,692,692,2475,2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,142660376
2559,780,780,2630,2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,278700
2560,846,846,3184,2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,299025
2561,934,934,3371,2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,8454793
2562,1022,1022,3544,2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,664876
2556,538,538,1902,2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,8581300
2372,2098,2098,7587,2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,18354514
2647,8282,8282,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,29486338
2370,1944,1944,6648,2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,42647723
2196,4252,4252,16565,2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,2161626
2195,4164,4164,16364,2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,88835
2194,4098,4098,16180,2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,34678779
2193,4010,4010,15973,2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,14909018
2192,3922,3922,15779,2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,5434030
2191,3834,3834,15442,2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2709437
2190,3746,3746,15066,2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,6689700
2189,3636,3636,14340,2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,220309469
2188,3548,3548,14183,2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1111523144
2187,3460,3460,13644,2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,7106319
2186,3394,3394,13496,2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,8900104
2185,3306,3306,13271,2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,745143
2184,3240,3240,13116,2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1283305
2183,3152,3152,12959,2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,8753093
2182,3086,3086,12782,2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,12500478
2181,2998,2998,12604,2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,104005
2180,2888,2888,11850,2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,3951736
2166,1744,1744,6118,2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,9373916
2167,1832,1832,6280,2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,15849652
2168,1942,1942,6648,2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,41483869
2169,2030,2030,6868,2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,583211
2170,2096,2096,7587,2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,17599610
2171,2184,2184,7942,2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,11229183
2197,4340,4340,17344,2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,4388375
2172,2250,2250,8980,2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,759641
2174,2404,2404,9526,2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,13369678
2175,2492,2492,9929,2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,5994077
2176,2558,2558,10134,2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,686664
2177,2646,2646,10603,2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,1022802
2178,2756,2756,10928,2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,816076
2179,2822,2822,11486,2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1319953
2173,2316,2316,9324,2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,8850317
2165,1656,1656,5956,2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,3881181
2198,4406,4406,17534,2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,2018348
2200,4604,4604,18440,2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,17279141
2231,7134,7134,29269,2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,447017
2230,7046,7046,28706,2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,4114826
2229,6936,6936,28357,2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,82781
2228,6848,6848,28159,2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7480591
2227,6760,6760,27977,2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,10541467
2226,6694,6694,27749,2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,22456649
2225,6628,6628,27580,2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,150415
2224,6562,6562,27209,2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,177484
2223,6452,6452,26287,2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,144648257
2222,6364,6364,25275,2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,681788
2221,6298,6298,24669,2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,83051971
2220,6210,6210,24438,2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,27372226
2219,6144,6144,24231,2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,5632983
2218,6078,6078,24062,2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,6223377
2217,5990,5990,23830,2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,3209048
2216,5902,5902,23453,2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,153093373
2215,5814,5814,23233,2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2386166
2201,4692,4692,18960,2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,302683
2202,4780,4780,19128,2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,11982695
2203,4846,4846,19698,2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2857148
2204,4934,4934,19851,2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1213370
2205,5000,5000,20046,2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,103081020
2206,5088,5088,20865,2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,612267
2199,4516,4516,17849,2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5620547
2207,5176,5176,20992,2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,29782884
2209,5330,5330,21335,2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,48148902
2210,5396,5396,21492,2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,1879117
2211,5462,5462,21831,2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,25080872
2212,5550,5550,22326,2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,5292118
2213,5638,5638,22523,2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,12647984
2214,5726,5726,22687,2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,131900631
2208,5264,5264,21179,2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,19331100
2232,7244,7244,29566,2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,46719196
2164,1568,1568,5624,2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,16800865
2162,1370,1370,5125,2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,6909154
2126,6759,6759,27977,2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,10283699
2125,6693,6693,27749,2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,21805313
2124,6627,6627,27580,2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,147447
2123,6561,6561,27209,2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,176407
2122,6451,6451,26287,2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,145306046
2121,6363,6363,25275,2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,640868
2120,6297,6297,24669,2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,81365258
2119,6209,6209,24438,2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,27100968
2118,6143,6143,24231,2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,5531962
2117,6077,6077,24062,2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,6098621
2116,5989,5989,23830,2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,3149188
2115,5901,5901,23453,2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,149549700
2114,5813,5813,23233,2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2334858
2113,5725,5725,22687,2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,128596076
2112,5637,5637,22523,2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,12189983
2111,5549,5549,22326,2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,5219328
2110,5461,5461,21831,2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,24725627
2371,2032,2032,6868,2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,611627
2096,4339,4339,17344,2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,4182205
2098,4515,4515,17849,2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5531089
2099,4603,4603,18440,2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,16765117
2100,4691,4691,18960,2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,294186
2101,4779,4779,19128,2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,11616887
2127,6847,6847,28159,2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7496522
2102,4845,4845,19698,2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2778099
2104,4999,4999,20046,2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,101684758
2105,5087,5087,20865,2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,609828
2106,5175,5175,20992,2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,29454768
2107,5263,5263,21179,2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,18764155
2108,5329,5329,21335,2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,47702171
2109,5395,5395,21492,2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,1851523
2103,4933,4933,19851,2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1204621
2163,1502,1502,5461,2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,12856163
2128,6935,6935,28357,2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,83723
2130,7133,7133,29269,2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,435432
2161,1282,1282,4279,2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,181809246
2160,1194,1194,4107,2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1734398
2159,1106,1106,3918,2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3762173
2158,1018,1018,3544,2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,627839
2157,930,930,3371,2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,7520555
2156,842,842,3184,2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,269425
2155,776,776,2630,2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,274329
2154,688,688,2475,2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,134791603
2153,600,600,2275,2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,778708
2152,534,534,1902,2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,8234100
2151,468,468,1332,2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,3017932
2150,402,402,1106,2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,38087868
2149,314,314,930,2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,79300
2148,204,204,400,2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,32264157
2147,116,116,191,2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3039616
2146,50,50,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,23680871
2145,8541,8541,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,193920
2131,7243,7243,29566,2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,46150913
2132,7331,7331,29754,2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,6688226
2133,7419,7419,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,19062482
2134,7485,7485,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,28704778
2135,7573,7573,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,482235
2136,7661,7661,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,17084632
