,Unnamed: 0,0,Unnamed: 0.1,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
2129,7045,7045,28706,2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,4175950
2137,7815,7815,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,922694
2139,7991,7991,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1277213
2140,8079,8079,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,9871251
2141,8167,8167,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,65145367
2142,8277,8277,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,25167257
2143,8343,8343,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,48202500
2144,8431,8431,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,3478777
2138,7903,7903,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,99022
2233,7332,7332,29754,2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,6935676
2097,4405,4405,17534,2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,2029829
2235,7486,7486,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,29460519
2334,7333,7333,29754,2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,7213351
2333,7245,7245,29566,2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,47291610
2332,7135,7135,29269,2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,458539
2331,7047,7047,28706,2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,4166664
2330,6937,6937,28357,2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,82475
2329,6849,6849,28159,2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7463157
2328,6761,6761,27977,2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,10810083
2327,6695,6695,27749,2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,23132682
2326,6629,6629,27580,2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,153737
2325,6563,6563,27209,2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,178590
2324,6453,6453,26287,2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,144067054
2323,6365,6365,25275,2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,753334
2322,6299,6299,24669,2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,84710542
2321,6211,6211,24438,2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,27624213
2335,7421,7421,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,19387153
2320,6145,6145,24231,2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,5730549
2318,5991,5991,23830,2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,3269356
2317,5903,5903,23453,2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,156664697
2316,5815,5815,23233,2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2445517
2315,5727,5727,22687,2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,135320422
2314,5639,5639,22523,2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,13125916
2313,5551,5551,22326,2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,5364935
2312,5463,5463,21831,2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,25419344
2311,5397,5397,21492,2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,1907745
2310,5331,5331,21335,2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,48564484
2309,5265,5265,21179,2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,19910552
2308,5177,5177,20992,2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,30115214
2307,5089,5089,20865,2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,613353
2306,5001,5001,20046,2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,104514932
2305,4935,4935,19851,2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1221003
2319,6079,6079,24062,2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,6354245
2336,7487,7487,30370,2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,30214193
2337,7575,7575,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,493679
2338,7663,7663,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,17827825
2234,7420,7420,29980,2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,19224037
2368,1746,1746,6118,2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,10096633
2367,1658,1658,5956,2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,4038382
2366,1570,1570,5624,2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,17733410
2365,1504,1504,5461,2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,13273354
2364,1372,1372,5125,2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,7364862
2363,1284,1284,4279,2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,186127103
2362,1196,1196,4107,2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1799078
2361,1108,1108,3918,2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3765331
2360,1020,1020,3544,2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,648739
2359,932,932,3371,2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,7982225
2358,844,844,3184,2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,283800
2357,778,778,2630,2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,276323
2356,690,690,2475,2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,139035505
2355,602,602,2275,2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,889164
2354,536,536,1902,2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,8391850
2353,470,470,1332,2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,2981269
2339,7817,7817,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,971893
2340,7905,7905,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,100218
2341,7993,7993,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1290123
2342,8081,8081,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,10022277
2343,8169,8169,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,67010930
2344,8279,8279,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,26821297
2304,4847,4847,19698,2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2939247
2345,8345,8345,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,47451600
2347,8543,8543,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,204127
2348,52,52,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,25654277
2349,118,118,191,2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3011487
2350,206,206,400,2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,33149724
2351,316,316,930,2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,81465
2352,404,404,1106,2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,38892931
2346,8433,8433,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,4068570
2303,4781,4781,19128,2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,12369070
2369,1834,1834,6280,2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,16182721
2301,4605,4605,18440,2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,17802997
2266,1657,1657,5956,2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,3959875
2265,1569,1569,5624,2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,17259322
2264,1503,1503,5461,2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,13066469
2263,1371,1371,5125,2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,7131693
2262,1283,1283,4279,2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,184006481
2261,1195,1195,4107,2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1765527
2260,1107,1107,3918,2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3764194
2259,1019,1019,3544,2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,638815
2258,931,931,3371,2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,7750004
2257,843,843,3184,2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,276504
2256,777,777,2630,2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,275284
2255,689,689,2475,2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,136986432
2253,535,535,1902,2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,8306500
2252,469,469,1332,2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,3000720
2267,1745,1745,6118,2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,9734767
2251,403,403,1106,2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,38491972
2249,205,205,400,2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,32692163
2248,117,117,191,2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3026939
2247,51,51,29,2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,24726684
2246,8542,8542,34552,2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,198959
2245,8432,8432,33410,2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,3711932
2244,8344,8344,33205,2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,47812950
2243,8278,8278,33048,2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,25980552
2242,8168,8168,32474,2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,66089402
2241,8080,8080,32287,2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,9945277
2240,7992,7992,32087,2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1283559
2239,7904,7904,31887,2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,99589
2238,7816,7816,31614,2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,947108
2237,7662,7662,31052,2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,17415214
2302,4693,4693,18960,2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,311265
2250,315,315,930,2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,80336
2268,1833,1833,6280,2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,16014971
2254,601,601,2275,2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,829844
2270,2031,2031,6868,2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,597228
2288,3461,3461,13644,2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,7282953
2289,3549,3549,14183,2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1129623456
2290,3637,3637,14340,2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,223285676
2291,3747,3747,15066,2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,6809000
2292,3835,3835,15442,2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2725015
2293,3923,3923,15779,2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,5580244
2287,3395,3395,13496,2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,9047077
2294,4011,4011,15973,2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,15012985
2296,4165,4165,16364,2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,90499
2297,4253,4253,16565,2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,2200492
2236,7574,7574,30530,2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,487942
2298,4341,4341,17344,2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,4569378
2269,1943,1943,6648,2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,42075955
2300,4517,4517,17849,2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5710154
2295,4099,4099,16180,2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,35635271
2286,3307,3307,13271,2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,745737
2299,4407,4407,17534,2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,2005940
2284,3153,3153,12959,2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,8925743
2272,2185,2185,7942,2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,11250365
2273,2251,2251,8980,2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,771603
2274,2317,2317,9324,2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,8974444
2275,2405,2405,9526,2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,13596388
2285,3241,3241,13116,2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1313492
2277,2559,2559,10134,2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,716949
2276,2493,2493,9929,2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,6023797
2279,2757,2757,10928,2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,817860
2280,2823,2823,11486,2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1353795
2281,2889,2889,11850,2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,3927340
2282,2999,2999,12604,2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,104347
2283,3087,3087,12782,2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,12796925
2271,2097,2097,7587,2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,17970494
2278,2647,2647,10603,2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,1026286
5240,5250,5250,21168,2017IPV1Mozambique,Mozambique,2017,IPV1,ESAR,60,618000,1029000,24187487
5241,5316,5316,21324,2017IPV1Myanmar,Myanmar,2017,IPV1,EAPR,12,109000,908000,50990615
5242,5448,5448,21820,2017IPV1Nepal,Nepal,2017,IPV1,ROSA,16,88000,549000,27041437
5243,5536,5536,22314,2017IPV1Nicaragua,Nicaragua,2017,IPV1,LACR,99,131000,132000,5903039
5244,5624,5624,22511,2017IPV1Niger,Niger,2017,IPV1,WCAR,85,817000,961000,17114761
5251,6196,6196,24424,2017IPV1Peru,Peru,2017,IPV1,LACR,90,508000,564000,29264318
5246,5800,5800,23221,2017IPV1Oman,Oman,2017,IPV1,MENA,99,89000,90000,3251108
5247,5888,5888,23442,2017IPV1Pakistan,Pakistan,2017,IPV1,ROSA,67,3741000,5584000,183340592
5248,5976,5976,23816,2017IPV1Panama,Panama,2017,IPV1,LACR,96,75000,78000,3706483
5249,6064,6064,24051,2017IPV1Papua New Guinea,Papua New Guinea,2017,IPV1,EAPR,32,71000,221000,7472200
5250,6130,6130,24218,2017IPV1Paraguay,Paraguay,2017,IPV1,LACR,95,133000,140000,6333976
5239,5162,5162,20979,2017IPV1Morocco,Morocco,2017,IPV1,MENA,17,115000,675000,32781850
5245,5712,5712,22677,2017IPV1Nigeria,Nigeria,2017,IPV1,WCAR,57,3915000,6869000,162805071
5238,5074,5074,20855,2017IPV1Montenegro,Montenegro,2017,IPV1,CEECIS,95,7000,7000,620079
5231,4502,4502,17837,2017IPV1Libya,Libya,2017,IPV1,MENA,99,125000,127000,6247439
5236,4920,4920,19839,2017IPV1Mauritius,Mauritius,2017,IPV1,ESAR,95,12000,13000,1252404
5235,4832,4832,19688,2017IPV1Mauritania,Mauritania,2017,IPV1,WCAR,68,94000,138000,3598648
5234,4766,4766,19117,2017IPV1Mali,Mali,2017,IPV1,WCAR,46,335000,729000,15514591
5233,4678,4678,18950,2017IPV1Maldives,Maldives,2017,IPV1,ROSA,99,7000,7000,380495
5232,4590,4590,18430,2017IPV1Madagascar,Madagascar,2017,IPV1,ESAR,62,507000,818000,21743967
5230,4458,4458,17686,2017IPV1Liberia,Liberia,2017,IPV1,WCAR,29,43000,149000,4017443
5229,4326,4326,17333,2017IPV1Lebanon,Lebanon,2017,IPV1,MENA,96,110000,115000,5202343
5228,4238,4238,16552,2017IPV1Kuwait,Kuwait,2017,IPV1,MENA,99,58000,58000,3168060
5227,4150,4150,16351,2017IPV1Kiribati,Kiribati,2017,IPV1,EAPR,87,3000,3000,104728
5226,4084,4084,16167,2017IPV1Kenya,Kenya,2017,IPV1,ESAR,78,1106000,1418000,43178257
5225,3996,3996,15961,2017IPV1Kazakhstan,Kazakhstan,2017,IPV1,CEECIS,99,382000,386000,16557201
5224,3908,3908,15768,2017IPV1Jordan,Jordan,2017,IPV1,MENA,99,212000,214000,7663131
5223,3820,3820,15432,2017IPV1Jamaica,Jamaica,2017,IPV1,LACR,95,45000,47000,2825929
5252,6284,6284,24657,2017IPV1Philippines,Philippines,2017,IPV1,EAPR,41,888000,2165000,95570047
5237,4986,4986,20033,2017IPV1Mexico,Mexico,2017,IPV1,LACR,93,2050000,2204000,115695473
5253,6350,6350,25262,2017IPV1Qatar,Qatar,2017,IPV1,MENA,98,26000,26000,2035871
5286,763,763,2620,2017IPV1Barbados,Barbados,2017,IPV1,LACR,89,3000,3000,283700
5255,6548,6548,27198,2017IPV1Samoa,Samoa,2017,IPV1,EAPR,81,4000,5000,187469
5274,8330,8330,33194,2017IPV1Ukraine,Ukraine,2017,IPV1,CEECIS,43,186000,432000,45706100
5275,8418,8418,33397,2017IPV1United Arab Emirates,United Arab Emirates,2017,IPV1,MENA,99,99000,100000,8946777
5276,8528,8528,34543,2017IPV1Vanuatu,Vanuatu,2017,IPV1,EAPR,85,7000,8000,242653
5277,37,37,18,2017IPV1Afghanistan,Afghanistan,2017,IPV1,ROSA,66,752000,1139000,31161376
5278,103,103,179,2017IPV1Albania,Albania,2017,IPV1,CEECIS,99,34000,34000,2900401
5279,191,191,388,2017IPV1Algeria,Algeria,2017,IPV1,MENA,92,925000,1005000,37383887
5273,8264,8264,33039,2017IPV1Uganda,Uganda,2017,IPV1,ESAR,70,1071000,1530000,33476919
5280,301,301,921,2017IPV1Antigua and Barbuda,Antigua and Barbuda,2017,IPV1,LACR,95,1000,1000,90409
5282,455,455,1319,2017IPV1Armenia,Armenia,2017,IPV1,CEECIS,92,38000,42000,2884229
5283,521,521,1890,2017IPV1Azerbaijan,Azerbaijan,2017,IPV1,CEECIS,96,161000,168000,9295784
5284,587,587,2263,2017IPV1Bahrain,Bahrain,2017,IPV1,MENA,98,21000,22000,1299943
5285,675,675,2464,2017IPV1Bangladesh,Bangladesh,2017,IPV1,ROSA,17,489000,2875000,151007807
5222,3732,3732,15054,2017IPV1Israel,Israel,2017,IPV1,Industrialized,99,168000,169000,7765800
5287,829,829,3174,2017IPV1Belize,Belize,2017,IPV1,LACR,89,7000,8000,338000
5281,389,389,1092,2017IPV1Argentina,Argentina,2017,IPV1,LACR,91,681000,748000,41733271
5254,6438,6438,26277,2017IPV1Russian Federation,Russian Federation,2017,IPV1,CEECIS,97,1803000,1859000,142960868
5272,8154,8154,32462,2017IPV1Turkey,Turkey,2017,IPV1,CEECIS,93,1212000,1303000,73443863
5270,7978,7978,32076,2017IPV1Trinidad and Tobago,Trinidad and Tobago,2017,IPV1,LACR,90,16000,18000,1336178
5256,6614,6614,27568,2017IPV1Sao Tome and Principe,Sao Tome and Principe,2017,IPV1,WCAR,46,3000,6000,184524
5257,6680,6680,27736,2017IPV1Saudi Arabia,Saudi Arabia,2017,IPV1,MENA,99,594000,600000,28267685
5258,6834,6834,28148,2017IPV1Serbia,Serbia,2017,IPV1,CEECIS,98,82000,84000,7234099
5259,6922,6922,28346,2017IPV1Seychelles,Seychelles,2017,IPV1,ESAR,99,2000,2000,87441
5260,7032,7032,28694,2017IPV1Singapore,Singapore,2017,IPV1,EAPR,97,49000,50000,5183688
5261,7120,7120,29258,2017IPV1Solomon Islands,Solomon Islands,2017,IPV1,EAPR,72,15000,21000,541521
5271,8066,8066,32276,2017IPV1Tunisia,Tunisia,2017,IPV1,MENA,96,195000,203000,10741880
5262,7230,7230,29555,2017IPV1South Africa,South Africa,2017,IPV1,ESAR,82,949000,1158000,52004172
5264,7406,7406,29970,2017IPV1Sri Lanka,Sri Lanka,2017,IPV1,ROSA,99,334000,337000,20398670
5265,7560,7560,30519,2017IPV1Suriname,Suriname,2017,IPV1,LACR,88,9000,11000,535179
5266,7648,7648,31042,2017IPV1Syrian Arab Republic,Syrian Arab Republic,2017,IPV1,MENA,67,287000,428000,21082966
5267,7758,7758,31424,2017IPV1Thailand,Thailand,2017,IPV1,EAPR,95,685000,721000,67518382
5268,7802,7802,31603,2017IPV1Timor-Leste,Timor-Leste,2017,IPV1,EAPR,80,28000,35000,1113151
5269,7890,7890,31876,2017IPV1Tonga,Tonga,2017,IPV1,EAPR,81,2000,3000,103562
5263,7318,7318,29746,2017IPV1South Sudan,South Sudan,2017,IPV1,ESAR,34,123000,361000,9830698
5221,3688,3688,14683,2017IPV1Iraq,Iraq,2017,IPV1,MENA,93,1004000,1080000,30725300
5188,1004,1004,3533,2017IPV1Bhutan,Bhutan,2017,IPV1,ROSA,35,4000,13000,693298
5219,3534,3534,14171,2017IPV1India,India,2017,IPV1,ROSA,50,11718000,23436000,1250288729
5182,520,520,1890,2017IPV1Azerbaijan,Azerbaijan,2017,IPV1,CEECIS,96,161000,168000,9173082
5181,454,454,1319,2017IPV1Armenia,Armenia,2017,IPV1,CEECIS,92,38000,42000,2876538
5180,388,388,1092,2017IPV1Argentina,Argentina,2017,IPV1,LACR,91,681000,748000,41261490
5179,300,300,921,2017IPV1Antigua and Barbuda,Antigua and Barbuda,2017,IPV1,LACR,95,1000,1000,89253
5178,190,190,388,2017IPV1Algeria,Algeria,2017,IPV1,MENA,92,925000,1005000,36661444
5177,102,102,179,2017IPV1Albania,Albania,2017,IPV1,CEECIS,99,34000,34000,2905195
5176,36,36,18,2017IPV1Afghanistan,Afghanistan,2017,IPV1,ROSA,66,752000,1139000,30117413
5175,8527,8527,34543,2017IPV1Vanuatu,Vanuatu,2017,IPV1,EAPR,85,7000,8000,236211
5174,8417,8417,33397,2017IPV1United Arab Emirates,United Arab Emirates,2017,IPV1,MENA,99,99000,100000,8549988
5173,8329,8329,33194,2017IPV1Ukraine,Ukraine,2017,IPV1,CEECIS,43,186000,432000,45870700
5172,8263,8263,33039,2017IPV1Uganda,Uganda,2017,IPV1,ESAR,70,1071000,1530000,32428167
5171,8153,8153,32462,2017IPV1Turkey,Turkey,2017,IPV1,CEECIS,93,1212000,1303000,72326988
5170,8065,8065,32276,2017IPV1Tunisia,Tunisia,2017,IPV1,MENA,96,195000,203000,10635244
5169,7977,7977,32076,2017IPV1Trinidad and Tobago,Trinidad and Tobago,2017,IPV1,LACR,90,16000,18000,1328147
5168,7889,7889,31876,2017IPV1Tonga,Tonga,2017,IPV1,EAPR,81,2000,3000,103986
5167,7801,7801,31603,2017IPV1Timor-Leste,Timor-Leste,2017,IPV1,EAPR,80,28000,35000,1093523
5166,7757,7757,31424,2017IPV1Thailand,Thailand,2017,IPV1,EAPR,95,685000,721000,67195028
5153,6437,6437,26277,2017IPV1Russian Federation,Russian Federation,2017,IPV1,CEECIS,97,1803000,1859000,142849449
5154,6547,6547,27198,2017IPV1Samoa,Samoa,2017,IPV1,EAPR,81,4000,5000,185949
5426,3910,3910,15768,2017IPV1Jordan,Jordan,2017,IPV1,MENA,99,212000,214000,8520420
5155,6613,6613,27568,2017IPV1Sao Tome and Principe,Sao Tome and Principe,2017,IPV1,WCAR,46,3000,6000,180371
5156,6679,6679,27736,2017IPV1Saudi Arabia,Saudi Arabia,2017,IPV1,MENA,99,594000,600000,27421461
5157,6833,6833,28148,2017IPV1Serbia,Serbia,2017,IPV1,CEECIS,98,82000,84000,7291436
5183,586,586,2263,2017IPV1Bahrain,Bahrain,2017,IPV1,MENA,98,21000,22000,1278151
5158,6921,6921,28346,2017IPV1Seychelles,Seychelles,2017,IPV1,ESAR,99,2000,2000,89770
5160,7119,7119,29258,2017IPV1Solomon Islands,Solomon Islands,2017,IPV1,EAPR,72,15000,21000,527861
5161,7229,7229,29555,2017IPV1South Africa,South Africa,2017,IPV1,ESAR,82,949000,1158000,51216964
5162,7317,7317,29746,2017IPV1South Sudan,South Sudan,2017,IPV1,ESAR,34,123000,361000,9508364
5163,7405,7405,29970,2017IPV1Sri Lanka,Sri Lanka,2017,IPV1,ROSA,99,334000,337000,20261737
5164,7559,7559,30519,2017IPV1Suriname,Suriname,2017,IPV1,LACR,88,9000,11000,529131
5165,7647,7647,31042,2017IPV1Syrian Arab Republic,Syrian Arab Republic,2017,IPV1,MENA,67,287000,428000,21362529
5159,7031,7031,28694,2017IPV1Singapore,Singapore,2017,IPV1,EAPR,97,49000,50000,5076732
5220,3622,3622,14330,2017IPV1Indonesia,Indonesia,2017,IPV1,EAPR,47,2245000,4776000,245116206
5184,674,674,2464,2017IPV1Bangladesh,Bangladesh,2017,IPV1,ROSA,17,489000,2875000,149273778
5186,828,828,3174,2017IPV1Belize,Belize,2017,IPV1,LACR,89,7000,8000,330237
5218,3446,3446,13632,2017IPV1Honduras,Honduras,2017,IPV1,LACR,93,189000,203000,8480671
5217,3380,3380,13485,2017IPV1Haiti,Haiti,2017,IPV1,LACR,66,169000,257000,10100320
5216,3292,3292,13258,2017IPV1Guyana,Guyana,2017,IPV1,LACR,94,14000,15000,752028
