,0,0.1,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
18822,36319,36319,31950,2010MCV2Tonga,Tonga,2010,MCV2,EAPR,84,2000,3000,101133
18821,35835,35835,31482,2010MCV2Thailand,Thailand,2010,MCV2,EAPR,91,755000,829000,68971331
18820,35417,35417,31312,2010MCV2Tajikistan,Tajikistan,2010,MCV2,CEECIS,95,157000,165000,8663579
18819,34999,34999,31109,2010MCV2Syrian Arab Republic,Syrian Arab Republic,2010,MCV2,MENA,82,480000,585000,17453933
18818,34691,34691,30939,2010MCV2Switzerland,Switzerland,2010,MCV2,Industrialized,83,63000,76000,8373338
18817,34273,34273,30763,2010MCV2Sweden,Sweden,2010,MCV2,Industrialized,94,98000,104000,9923085
18816,33591,33591,30037,2010MCV2Sri Lanka,Sri Lanka,2010,MCV2,ROSA,99,355000,359000,21203000
18815,33261,33261,29856,2010MCV2Spain,Spain,2010,MCV2,Industrialized,92,443000,481000,46483569
18814,32843,32843,29629,2010MCV2South Africa,South Africa,2010,MCV2,ESAR,55,604000,1098000,56203654
18813,32403,32403,29145,2010MCV2Slovenia,Slovenia,2010,MCV2,Industrialized,96,18000,18000,2065042
18812,31985,31985,28772,2010MCV2Singapore,Singapore,2010,MCV2,EAPR,96,45000,47000,5607283
18811,31501,31501,28414,2010MCV2Seychelles,Seychelles,2010,MCV2,ESAR,98,1000,1000,94677
18793,24131,24131,20922,2010MCV2Montenegro,Montenegro,2010,MCV2,CEECIS,97,8000,8000,622303
18810,31083,31083,28222,2010MCV2Serbia,Serbia,2010,MCV2,CEECIS,91,95000,105000,7058322
18808,30093,30093,27271,2010MCV2Samoa,Samoa,2010,MCV2,EAPR,30,2000,5000,194535
18807,29587,29587,26339,2010MCV2Russian Federation,Russian Federation,2010,MCV2,CEECIS,98,1403000,1432000,144342396
18806,29169,29169,26154,2010MCV2Romania,Romania,2010,MCV2,CEECIS,93,191000,205000,19702332
18805,28795,28795,25350,2010MCV2Qatar,Qatar,2010,MCV2,MENA,98,18000,19000,2654374
18804,28377,28377,25117,2010MCV2Portugal,Portugal,2010,MCV2,Industrialized,95,98000,103000,10325452
18803,27959,27959,24911,2010MCV2Poland,Poland,2010,MCV2,Industrialized,94,354000,376000,37970087
18802,27739,27739,24738,2010MCV2Philippines,Philippines,2010,MCV2,EAPR,10,220000,2198000,103663927
18801,27475,27475,24519,2010MCV2Peru,Peru,2010,MCV2,LACR,56,325000,581000,30926032
18800,27167,27167,24304,2010MCV2Paraguay,Paraguay,2010,MCV2,LACR,77,103000,133000,6777872
18799,26749,26749,23910,2010MCV2Panama,Panama,2010,MCV2,LACR,73,52000,72000,4037078
18798,26529,26529,23508,2010MCV2Pakistan,Pakistan,2010,MCV2,ROSA,34,1629000,4790000,203627284
18797,26111,26111,23302,2010MCV2Oman,Oman,2010,MCV2,MENA,99,57000,58000,4479219
18796,25693,25693,23109,2010MCV2Norway,Norway,2010,MCV2,Industrialized,97,61000,63000,5234519
18795,24989,24989,22031,2010MCV2Netherlands,Netherlands,2010,MCV2,Industrialized,92,185000,201000,17030314
18809,30577,30577,27822,2010MCV2Saudi Arabia,Saudi Arabia,2010,MCV2,MENA,98,548000,559000,32442572
18894,24990,24990,22031,2010MCV2Netherlands,Netherlands,2010,MCV2,Industrialized,92,185000,201000,17131296
18895,25694,25694,23109,2010MCV2Norway,Norway,2010,MCV2,Industrialized,97,61000,63000,5276968
18896,26112,26112,23302,2010MCV2Oman,Oman,2010,MCV2,MENA,99,57000,58000,4665935
18995,26113,26113,23302,2010MCV2Oman,Oman,2010,MCV2,MENA,99,57000,58000,4829483
18994,25695,25695,23109,2010MCV2Norway,Norway,2010,MCV2,Industrialized,97,61000,63000,5314336
18993,24991,24991,22031,2010MCV2Netherlands,Netherlands,2010,MCV2,Industrialized,92,185000,201000,17231017
18992,24639,24639,21385,2010MCV2Myanmar,Myanmar,2010,MCV2,EAPR,75,748000,997000,53708395
18991,24133,24133,20922,2010MCV2Montenegro,Montenegro,2010,MCV2,CEECIS,97,8000,8000,622345
18990,23715,23715,20733,2010MCV2Mongolia,Mongolia,2010,MCV2,EAPR,95,53000,56000,3170208
18989,23297,23297,20121,2010MCV2Mexico,Mexico,2010,MCV2,LACR,91,2060000,2264000,126190788
18988,22967,22967,19910,2010MCV2Mauritius,Mauritius,2010,MCV2,ESAR,90,17000,18000,1265303
18987,22615,22615,19347,2010MCV2Malta,Malta,2010,MCV2,Industrialized,85,3000,4000,483530
18986,22351,22351,19014,2010MCV2Maldives,Maldives,2010,MCV2,ROSA,96,6000,7000,515696
18985,22043,22043,18819,2010MCV2Malaysia,Malaysia,2010,MCV2,EAPR,95,503000,529000,31528585
18984,21383,21383,18109,2010MCV2Lithuania,Lithuania,2010,MCV2,Industrialized,95,26000,27000,2789533
18983,20987,20987,17912,2010MCV2Libya,Libya,2010,MCV2,MENA,97,123000,127000,6678567
18982,20591,20591,17586,2010MCV2Lesotho,Lesotho,2010,MCV2,ESAR,81,40000,50000,2108132
18996,26531,26531,23508,2010MCV2Pakistan,Pakistan,2010,MCV2,ROSA,34,1629000,4790000,212215030
18981,20173,20173,17401,2010MCV2Lebanon,Lebanon,2010,MCV2,MENA,73,54000,74000,6848925
18979,19447,19447,16634,2010MCV2Kuwait,Kuwait,2010,MCV2,MENA,99,53000,54000,4137309
18978,19227,19227,16433,2010MCV2Kiribati,Kiribati,2010,MCV2,EAPR,21,500,2000,115847
18977,18721,18721,16041,2010MCV2Kazakhstan,Kazakhstan,2010,MCV2,CEECIS,99,242000,245000,18276499
18976,18303,18303,15838,2010MCV2Jordan,Jordan,2010,MCV2,MENA,95,191000,201000,9956011
18975,18061,18061,15679,2010MCV2Japan,Japan,2010,MCV2,Industrialized,97,1081000,1115000,126529100
18974,17665,17665,15499,2010MCV2Jamaica,Jamaica,2010,MCV2,LACR,56,26000,46000,2934855
18973,17137,17137,15134,2010MCV2Israel,Israel,2010,MCV2,Industrialized,93,124000,134000,8883800
18972,16741,16741,14760,2010MCV2Iraq,Iraq,2010,MCV2,MENA,77,698000,907000,38433600
18971,16389,16389,14387,2010MCV2Indonesia,Indonesia,2010,MCV2,EAPR,74,3487000,4712000,267663435
18970,15861,15861,14064,2010MCV2Iceland,Iceland,2010,MCV2,Industrialized,92,4000,4000,353574
18969,15443,15443,13895,2010MCV2Hungary,Hungary,2010,MCV2,Industrialized,99,97000,98000,9768785
18968,14959,14959,13346,2010MCV2Guyana,Guyana,2010,MCV2,LACR,82,12000,15000,779004
18967,14519,14519,12655,2010MCV2Grenada,Grenada,2010,MCV2,LACR,86,1000,2000,111454
18966,14255,14255,12483,2010MCV2Greece,Greece,2010,MCV2,Industrialized,77,83000,107000,10727668
18980,19755,19755,17191,2010MCV2Latvia,Latvia,2010,MCV2,Industrialized,93,18000,20000,1926542
18965,13727,13727,12103,2010MCV2Germany,Germany,2010,MCV2,Industrialized,93,628000,675000,82927922
18997,26751,26751,23910,2010MCV2Panama,Panama,2010,MCV2,LACR,73,52000,72000,4176873
18999,27477,27477,24519,2010MCV2Peru,Peru,2010,MCV2,LACR,56,325000,581000,31989256
19029,40105,40105,34428,2010MCV2Uzbekistan,Uzbekistan,2010,MCV2,CEECIS,54,273000,506000,32955400
19028,39555,39555,34026,2010MCV2United States,United States,2010,MCV2,Industrialized,89,3719000,4179000,327167434
19027,39137,39137,33680,2010MCV2United Kingdom,United Kingdom,2010,MCV2,Industrialized,84,626000,745000,66488991
19026,38719,38719,33482,2010MCV2United Arab Emirates,United Arab Emirates,2010,MCV2,MENA,94,71000,75000,9630959
19025,38301,38301,33268,2010MCV2Ukraine,Ukraine,2010,MCV2,CEECIS,41,161000,393000,44622516
19024,37883,37883,32734,2010MCV2Turkmenistan,Turkmenistan,2010,MCV2,CEECIS,99,100000,101000,5850908
17942,517,517,260,2010MCV2Albania,Albania,2010,MCV2,CEECIS,98,37000,38000,2947314
19022,37069,37069,32348,2010MCV2Tunisia,Tunisia,2010,MCV2,MENA,98,155000,158000,11565204
19021,36673,36673,32149,2010MCV2Trinidad and Tobago,Trinidad and Tobago,2010,MCV2,LACR,82,16000,19000,1389858
19020,36321,36321,31950,2010MCV2Tonga,Tonga,2010,MCV2,EAPR,84,2000,3000,103197
19019,35837,35837,31482,2010MCV2Thailand,Thailand,2010,MCV2,EAPR,91,755000,829000,69428524
19018,35419,35419,31312,2010MCV2Tajikistan,Tajikistan,2010,MCV2,CEECIS,95,157000,165000,9100837
19017,35001,35001,31109,2010MCV2Syrian Arab Republic,Syrian Arab Republic,2010,MCV2,MENA,82,480000,585000,16906283
19016,34693,34693,30939,2010MCV2Switzerland,Switzerland,2010,MCV2,Industrialized,83,63000,76000,8516543
18998,27169,27169,24304,2010MCV2Paraguay,Paraguay,2010,MCV2,LACR,77,103000,133000,6956071
19015,34275,34275,30763,2010MCV2Sweden,Sweden,2010,MCV2,Industrialized,94,98000,104000,10183175
19013,33263,33263,29856,2010MCV2Spain,Spain,2010,MCV2,Industrialized,92,443000,481000,46723749
19012,32845,32845,29629,2010MCV2South Africa,South Africa,2010,MCV2,ESAR,55,604000,1098000,57779622
19011,32405,32405,29145,2010MCV2Slovenia,Slovenia,2010,MCV2,Industrialized,96,18000,18000,2067372
19010,31987,31987,28772,2010MCV2Singapore,Singapore,2010,MCV2,EAPR,96,45000,47000,5638676
19009,31503,31503,28414,2010MCV2Seychelles,Seychelles,2010,MCV2,ESAR,98,1000,1000,96762
19008,31085,31085,28222,2010MCV2Serbia,Serbia,2010,MCV2,CEECIS,91,95000,105000,6982084
19007,30579,30579,27822,2010MCV2Saudi Arabia,Saudi Arabia,2010,MCV2,MENA,98,548000,559000,33699947
19006,30095,30095,27271,2010MCV2Samoa,Samoa,2010,MCV2,EAPR,30,2000,5000,196130
19005,29589,29589,26339,2010MCV2Russian Federation,Russian Federation,2010,MCV2,CEECIS,98,1403000,1432000,144478050
19004,29171,29171,26154,2010MCV2Romania,Romania,2010,MCV2,CEECIS,93,191000,205000,19473936
19003,28797,28797,25350,2010MCV2Qatar,Qatar,2010,MCV2,MENA,98,18000,19000,2781677
19002,28379,28379,25117,2010MCV2Portugal,Portugal,2010,MCV2,Industrialized,95,98000,103000,10281762
19001,27961,27961,24911,2010MCV2Poland,Poland,2010,MCV2,Industrialized,94,354000,376000,37978548
19000,27741,27741,24738,2010MCV2Philippines,Philippines,2010,MCV2,EAPR,10,220000,2198000,106651922
19014,33593,33593,30037,2010MCV2Sri Lanka,Sri Lanka,2010,MCV2,ROSA,99,355000,359000,21670000
18964,13331,13331,11919,2010MCV2Georgia,Georgia,2010,MCV2,CEECIS,84,38000,46000,3731000
18963,13133,13133,11359,2010MCV2France,France,2010,MCV2,Industrialized,61,480000,788000,66987244
18962,12759,12759,10998,2010MCV2Fiji,Fiji,2010,MCV2,EAPR,94,15000,16000,883483
18926,38300,38300,33268,2010MCV2Ukraine,Ukraine,2010,MCV2,CEECIS,41,161000,393000,44831135
18925,37882,37882,32734,2010MCV2Turkmenistan,Turkmenistan,2010,MCV2,CEECIS,99,100000,101000,5757669
18924,37486,37486,32543,2010MCV2Turkey,Turkey,2010,MCV2,CEECIS,91,1175000,1292000,81101892
18923,37068,37068,32348,2010MCV2Tunisia,Tunisia,2010,MCV2,MENA,98,155000,158000,11433443
18922,36672,36672,32149,2010MCV2Trinidad and Tobago,Trinidad and Tobago,2010,MCV2,LACR,82,16000,19000,1384072
18921,36320,36320,31950,2010MCV2Tonga,Tonga,2010,MCV2,EAPR,84,2000,3000,101998
18920,35836,35836,31482,2010MCV2Thailand,Thailand,2010,MCV2,EAPR,91,755000,829000,69209858
18919,35418,35418,31312,2010MCV2Tajikistan,Tajikistan,2010,MCV2,CEECIS,95,157000,165000,8880268
18918,35000,35000,31109,2010MCV2Syrian Arab Republic,Syrian Arab Republic,2010,MCV2,MENA,82,480000,585000,17068002
18917,34692,34692,30939,2010MCV2Switzerland,Switzerland,2010,MCV2,Industrialized,83,63000,76000,8451840
18916,34274,34274,30763,2010MCV2Sweden,Sweden,2010,MCV2,Industrialized,94,98000,104000,10057698
18915,33592,33592,30037,2010MCV2Sri Lanka,Sri Lanka,2010,MCV2,ROSA,99,355000,359000,21444000
18914,33262,33262,29856,2010MCV2Spain,Spain,2010,MCV2,Industrialized,92,443000,481000,46593236
18913,32844,32844,29629,2010MCV2South Africa,South Africa,2010,MCV2,ESAR,55,604000,1098000,57000451
18927,38718,38718,33482,2010MCV2United Arab Emirates,United Arab Emirates,2010,MCV2,MENA,94,71000,75000,9487203
18912,32404,32404,29145,2010MCV2Slovenia,Slovenia,2010,MCV2,Industrialized,96,18000,18000,2066388
18910,31502,31502,28414,2010MCV2Seychelles,Seychelles,2010,MCV2,ESAR,98,1000,1000,95843
18909,31084,31084,28222,2010MCV2Serbia,Serbia,2010,MCV2,CEECIS,91,95000,105000,7020858
18908,30578,30578,27822,2010MCV2Saudi Arabia,Saudi Arabia,2010,MCV2,MENA,98,548000,559000,33099147
18907,30094,30094,27271,2010MCV2Samoa,Samoa,2010,MCV2,EAPR,30,2000,5000,195352
18906,29588,29588,26339,2010MCV2Russian Federation,Russian Federation,2010,MCV2,CEECIS,98,1403000,1432000,144496740
18905,29170,29170,26154,2010MCV2Romania,Romania,2010,MCV2,CEECIS,93,191000,205000,19587491
18904,28796,28796,25350,2010MCV2Qatar,Qatar,2010,MCV2,MENA,98,18000,19000,2724724
18903,28378,28378,25117,2010MCV2Portugal,Portugal,2010,MCV2,Industrialized,95,98000,103000,10300300
18902,27960,27960,24911,2010MCV2Poland,Poland,2010,MCV2,Industrialized,94,354000,376000,37974826
18901,27740,27740,24738,2010MCV2Philippines,Philippines,2010,MCV2,EAPR,10,220000,2198000,105173264
18900,27476,27476,24519,2010MCV2Peru,Peru,2010,MCV2,LACR,56,325000,581000,31444297
18899,27168,27168,24304,2010MCV2Paraguay,Paraguay,2010,MCV2,LACR,77,103000,133000,6867062
18898,26750,26750,23910,2010MCV2Panama,Panama,2010,MCV2,LACR,73,52000,72000,4106771
18897,26530,26530,23508,2010MCV2Pakistan,Pakistan,2010,MCV2,ROSA,34,1629000,4790000,207896686
18911,31986,31986,28772,2010MCV2Singapore,Singapore,2010,MCV2,EAPR,96,45000,47000,5612253
18928,39136,39136,33680,2010MCV2United Kingdom,United Kingdom,2010,MCV2,Industrialized,84,626000,745000,66058859
18929,39554,39554,34026,2010MCV2United States,United States,2010,MCV2,Industrialized,89,3719000,4179000,325147121
18930,40104,40104,34428,2010MCV2Uzbekistan,Uzbekistan,2010,MCV2,CEECIS,54,273000,506000,32388600
18961,12385,12385,10658,2010MCV2Eswatini,Eswatini,2010,MCV2,ESAR,99,30000,30000,1136191
18960,11967,11967,10471,2010MCV2Estonia,Estonia,2010,MCV2,Industrialized,95,12000,13000,1320884
18959,11527,11527,9998,2010MCV2El Salvador,El Salvador,2010,MCV2,LACR,78,93000,119000,6420744
18958,11307,11307,9605,2010MCV2Ecuador,Ecuador,2010,MCV2,LACR,91,282000,310000,17084357
18957,10735,10735,8858,2010MCV2Denmark,Denmark,2010,MCV2,Industrialized,85,55000,65000,5797446
18956,10471,10471,8197,2010MCV2Cyprus,Cyprus,2010,MCV2,Industrialized,88,11000,13000,1189265
18955,10163,10163,8004,2010MCV2Cuba,Cuba,2010,MCV2,LACR,98,126000,129000,11338138
18954,9767,9767,7813,2010MCV2Croatia,Croatia,2010,MCV2,CEECIS,98,40000,41000,4089400
18953,9525,9525,7441,2010MCV2Costa Rica,Costa Rica,2010,MCV2,LACR,79,56000,71000,4999441
18952,9107,9107,6723,2010MCV2Colombia,Colombia,2010,MCV2,LACR,74,606000,819000,49648685
18951,8799,8799,6526,2010MCV2China,China,2010,MCV2,EAPR,99,16695000,16863000,1392730000
18950,8469,8469,6342,2010MCV2Chile,Chile,2010,MCV2,LACR,84,201000,240000,18729160
18949,7325,7325,4805,2010MCV2Bulgaria,Bulgaria,2010,MCV2,CEECIS,96,57000,59000,7024216
18948,6907,6907,4587,2010MCV2Brunei Darussalam,Brunei Darussalam,2010,MCV2,EAPR,93,6000,6000,428962
18947,6489,6489,4360,2010MCV2Brazil,Brazil,2010,MCV2,LACR,53,1640000,3094000,209469333
18946,5939,5939,3975,2010MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2010,MCV2,CEECIS,91,30000,33000,3323929
18945,5697,5697,3604,2010MCV2Bhutan,Bhutan,2010,MCV2,ROSA,85,11000,13000,754394
18931,197,197,84,2010MCV2Afghanistan,Afghanistan,2010,MCV2,ROSA,29,309000,1064000,37172386
18932,527,527,260,2010MCV2Albania,Albania,2010,MCV2,CEECIS,98,37000,38000,2866376
18933,923,923,458,2010MCV2Algeria,Algeria,2010,MCV2,MENA,95,565000,594000,42228429
18934,1429,1429,981,2010MCV2Antigua and Barbuda,Antigua and Barbuda,2010,MCV2,LACR,92,1000,1000,96286
18935,1737,1737,1181,2010MCV2Argentina,Argentina,2010,MCV2,LACR,94,670000,713000,44494502
18936,2155,2155,1400,2010MCV2Armenia,Armenia,2010,MCV2,CEECIS,97,34000,35000,2951776
18760,11305,11305,9605,2010MCV2Ecuador,Ecuador,2010,MCV2,LACR,91,282000,310000,16491115
18937,2573,2573,1591,2010MCV2Australia,Australia,2010,MCV2,Industrialized,88,245000,278000,24992369
18939,3321,3321,1966,2010MCV2Azerbaijan,Azerbaijan,2010,MCV2,CEECIS,89,113000,126000,9942334
18940,3717,3717,2339,2010MCV2Bahrain,Bahrain,2010,MCV2,MENA,98,17000,17000,1569439
18941,4289,4289,2686,2010MCV2Barbados,Barbados,2010,MCV2,LACR,96,4000,4000,286641
18942,4685,4685,2869,2010MCV2Belarus,Belarus,2010,MCV2,CEECIS,99,88000,89000,9485386
18943,5103,5103,3060,2010MCV2Belgium,Belgium,2010,MCV2,Industrialized,83,100000,120000,11422068
18944,5389,5389,3241,2010MCV2Belize,Belize,2010,MCV2,LACR,91,7000,8000,383071
18938,2903,2903,1770,2010MCV2Austria,Austria,2010,MCV2,Industrialized,69,54000,78000,8847037
18486,20168,20168,17401,2010MCV2Lebanon,Lebanon,2010,MCV2,MENA,73,54000,74000,5914621
18759,10733,10733,8858,2010MCV2Denmark,Denmark,2010,MCV2,Industrialized,85,55000,65000,5728010
18757,10161,10161,8004,2010MCV2Cuba,Cuba,2010,MCV2,LACR,98,126000,129000,11335109
18585,20169,20169,17401,2010MCV2Lebanon,Lebanon,2010,MCV2,MENA,73,54000,74000,6262410
18584,19751,19751,17191,2010MCV2Latvia,Latvia,2010,MCV2,Industrialized,93,18000,20000,1993782
18583,19443,19443,16634,2010MCV2Kuwait,Kuwait,2010,MCV2,MENA,99,53000,54000,3690942
18582,19223,19223,16433,2010MCV2Kiribati,Kiribati,2010,MCV2,EAPR,21,500,2000,109391
18581,18717,18717,16041,2010MCV2Kazakhstan,Kazakhstan,2010,MCV2,CEECIS,99,242000,245000,17288285
18580,18299,18299,15838,2010MCV2Jordan,Jordan,2010,MCV2,MENA,95,191000,201000,8920049
18579,18057,18057,15679,2010MCV2Japan,Japan,2010,MCV2,Industrialized,97,1081000,1115000,127276000
18578,17661,17661,15499,2010MCV2Jamaica,Jamaica,2010,MCV2,LACR,56,26000,46000,2875136
18577,17133,17133,15134,2010MCV2Israel,Israel,2010,MCV2,Industrialized,93,124000,134000,8215700
18576,16737,16737,14760,2010MCV2Iraq,Iraq,2010,MCV2,MENA,77,698000,907000,34411951
18575,16385,16385,14387,2010MCV2Indonesia,Indonesia,2010,MCV2,EAPR,74,3487000,4712000,255129004
18574,15857,15857,14064,2010MCV2Iceland,Iceland,2010,MCV2,Industrialized,92,4000,4000,327386
18573,15439,15439,13895,2010MCV2Hungary,Hungary,2010,MCV2,Industrialized,99,97000,98000,9866468
18572,14955,14955,13346,2010MCV2Guyana,Guyana,2010,MCV2,LACR,82,12000,15000,763380
18586,20587,20587,17586,2010MCV2Lesotho,Lesotho,2010,MCV2,ESAR,81,40000,50000,2043437
18571,14515,14515,12655,2010MCV2Grenada,Grenada,2010,MCV2,LACR,86,1000,2000,108902
18569,13723,13723,12103,2010MCV2Germany,Germany,2010,MCV2,Industrialized,93,628000,675000,80982500
18568,13327,13327,11919,2010MCV2Georgia,Georgia,2010,MCV2,CEECIS,84,38000,46000,3719414
18567,13129,13129,11359,2010MCV2France,France,2010,MCV2,Industrialized,61,480000,788000,66316100
18566,12755,12755,10998,2010MCV2Fiji,Fiji,2010,MCV2,EAPR,94,15000,16000,866453
18565,12381,12381,10658,2010MCV2Eswatini,Eswatini,2010,MCV2,ESAR,99,30000,30000,1095021
18564,11963,11963,10471,2010MCV2Estonia,Estonia,2010,MCV2,Industrialized,95,12000,13000,1314545
18563,11523,11523,9998,2010MCV2El Salvador,El Salvador,2010,MCV2,LACR,78,93000,119000,6295128
18562,11303,11303,9605,2010MCV2Ecuador,Ecuador,2010,MCV2,LACR,91,282000,310000,15951838
18561,10731,10731,8858,2010MCV2Denmark,Denmark,2010,MCV2,Industrialized,85,55000,65000,5643475
18560,10467,10467,8197,2010MCV2Cyprus,Cyprus,2010,MCV2,Industrialized,88,11000,13000,1152285
18559,10159,10159,8004,2010MCV2Cuba,Cuba,2010,MCV2,LACR,98,126000,129000,11306902
18558,9763,9763,7813,2010MCV2Croatia,Croatia,2010,MCV2,CEECIS,98,40000,41000,4238389
18557,9521,9521,7441,2010MCV2Costa Rica,Costa Rica,2010,MCV2,LACR,79,56000,71000,4795396
18556,9103,9103,6723,2010MCV2Colombia,Colombia,2010,MCV2,LACR,74,606000,819000,46969209
18570,14251,14251,12483,2010MCV2Greece,Greece,2010,MCV2,Industrialized,77,83000,107000,10892413
18555,8795,8795,6526,2010MCV2China,China,2010,MCV2,EAPR,99,16695000,16863000,1364270000
18587,20983,20983,17912,2010MCV2Libya,Libya,2010,MCV2,MENA,97,123000,127000,6362037
18589,22039,22039,18819,2010MCV2Malaysia,Malaysia,2010,MCV2,EAPR,95,503000,529000,29866559
18619,34271,34271,30763,2010MCV2Sweden,Sweden,2010,MCV2,Industrialized,94,98000,104000,9696110
18618,33589,33589,30037,2010MCV2Sri Lanka,Sri Lanka,2010,MCV2,ROSA,99,355000,359000,20778000
18617,33259,33259,29856,2010MCV2Spain,Spain,2010,MCV2,Industrialized,92,443000,481000,46480882
18616,32841,32841,29629,2010MCV2South Africa,South Africa,2010,MCV2,ESAR,55,604000,1098000,54545991
18615,32401,32401,29145,2010MCV2Slovenia,Slovenia,2010,MCV2,Industrialized,96,18000,18000,2061980
18614,31983,31983,28772,2010MCV2Singapore,Singapore,2010,MCV2,EAPR,96,45000,47000,5469724
18613,31499,31499,28414,2010MCV2Seychelles,Seychelles,2010,MCV2,ESAR,98,1000,1000,91359
18612,31081,31081,28222,2010MCV2Serbia,Serbia,2010,MCV2,CEECIS,91,95000,105000,7130576
18611,30575,30575,27822,2010MCV2Saudi Arabia,Saudi Arabia,2010,MCV2,MENA,98,548000,559000,30916994
18610,30091,30091,27271,2010MCV2Samoa,Samoa,2010,MCV2,EAPR,30,2000,5000,192221
18609,29585,29585,26339,2010MCV2Russian Federation,Russian Federation,2010,MCV2,CEECIS,98,1403000,1432000,143819666
18608,29167,29167,26154,2010MCV2Romania,Romania,2010,MCV2,CEECIS,93,191000,205000,19908979
18607,28793,28793,25350,2010MCV2Qatar,Qatar,2010,MCV2,MENA,98,18000,19000,2459198
18606,28375,28375,25117,2010MCV2Portugal,Portugal,2010,MCV2,Industrialized,95,98000,103000,10401062
18588,21379,21379,18109,2010MCV2Lithuania,Lithuania,2010,MCV2,Industrialized,95,26000,27000,2932367
18605,27957,27957,24911,2010MCV2Poland,Poland,2010,MCV2,Industrialized,94,354000,376000,38011735
18603,27473,27473,24519,2010MCV2Peru,Peru,2010,MCV2,LACR,56,325000,581000,30090359
18602,27165,27165,24304,2010MCV2Paraguay,Paraguay,2010,MCV2,LACR,77,103000,133000,6599526
18601,26747,26747,23910,2010MCV2Panama,Panama,2010,MCV2,LACR,73,52000,72000,3901315
18600,26527,26527,23508,2010MCV2Pakistan,Pakistan,2010,MCV2,ROSA,34,1629000,4790000,195306825
18599,26109,26109,23302,2010MCV2Oman,Oman,2010,MCV2,MENA,99,57000,58000,4027260
18598,25691,25691,23109,2010MCV2Norway,Norway,2010,MCV2,Industrialized,97,61000,63000,5137232
18597,24987,24987,22031,2010MCV2Netherlands,Netherlands,2010,MCV2,Industrialized,92,185000,201000,16865008
18596,24635,24635,21385,2010MCV2Myanmar,Myanmar,2010,MCV2,EAPR,75,748000,997000,52280807
18595,24129,24129,20922,2010MCV2Montenegro,Montenegro,2010,MCV2,CEECIS,97,8000,8000,621810
18594,23711,23711,20733,2010MCV2Mongolia,Mongolia,2010,MCV2,EAPR,95,53000,56000,2940108
18593,23293,23293,20121,2010MCV2Mexico,Mexico,2010,MCV2,LACR,91,2060000,2264000,120355128
18592,22963,22963,19910,2010MCV2Mauritius,Mauritius,2010,MCV2,ESAR,90,17000,18000,1260934
18591,22611,22611,19347,2010MCV2Malta,Malta,2010,MCV2,Industrialized,85,3000,4000,434558
18590,22347,22347,19014,2010MCV2Maldives,Maldives,2010,MCV2,ROSA,96,6000,7000,435015
18604,27737,27737,24738,2010MCV2Philippines,Philippines,2010,MCV2,EAPR,10,220000,2198000,100513138
18620,34689,34689,30939,2010MCV2Switzerland,Switzerland,2010,MCV2,Industrialized,83,63000,76000,8188649
18554,8465,8465,6342,2010MCV2Chile,Chile,2010,MCV2,LACR,84,201000,240000,17758959
18552,6903,6903,4587,2010MCV2Brunei Darussalam,Brunei Darussalam,2010,MCV2,EAPR,93,6000,6000,409769
18517,32840,32840,29629,2010MCV2South Africa,South Africa,2010,MCV2,ESAR,55,604000,1098000,53689236
18516,32400,32400,29145,2010MCV2Slovenia,Slovenia,2010,MCV2,Industrialized,96,18000,18000,2059953
18515,31982,31982,28772,2010MCV2Singapore,Singapore,2010,MCV2,EAPR,96,45000,47000,5399162
18514,31498,31498,28414,2010MCV2Seychelles,Seychelles,2010,MCV2,ESAR,98,1000,1000,89949
18513,31080,31080,28222,2010MCV2Serbia,Serbia,2010,MCV2,CEECIS,91,95000,105000,7164132
18512,30574,30574,27822,2010MCV2Saudi Arabia,Saudi Arabia,2010,MCV2,MENA,98,548000,559000,30052518
18511,30090,30090,27271,2010MCV2Samoa,Samoa,2010,MCV2,EAPR,30,2000,5000,190717
18510,29584,29584,26339,2010MCV2Russian Federation,Russian Federation,2010,MCV2,CEECIS,98,1403000,1432000,143506911
18509,29166,29166,26154,2010MCV2Romania,Romania,2010,MCV2,CEECIS,93,191000,205000,19983693
18508,28792,28792,25350,2010MCV2Qatar,Qatar,2010,MCV2,MENA,98,18000,19000,2336574
18507,28374,28374,25117,2010MCV2Portugal,Portugal,2010,MCV2,Industrialized,95,98000,103000,10457295
18506,27956,27956,24911,2010MCV2Poland,Poland,2010,MCV2,Industrialized,94,354000,376000,38040196
18505,27736,27736,24738,2010MCV2Philippines,Philippines,2010,MCV2,EAPR,10,220000,2198000,98871552
18504,27472,27472,24519,2010MCV2Peru,Peru,2010,MCV2,LACR,56,325000,581000,29773987
18518,33258,33258,29856,2010MCV2Spain,Spain,2010,MCV2,Industrialized,92,443000,481000,46620045
18503,27164,27164,24304,2010MCV2Paraguay,Paraguay,2010,MCV2,LACR,77,103000,133000,6510276
18501,26526,26526,23508,2010MCV2Pakistan,Pakistan,2010,MCV2,ROSA,34,1629000,4790000,191262919
18500,26108,26108,23302,2010MCV2Oman,Oman,2010,MCV2,MENA,99,57000,58000,3764805
18499,25690,25690,23109,2010MCV2Norway,Norway,2010,MCV2,Industrialized,97,61000,63000,5079623
