,0,0.1,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
864,28598,28598,25217,2000MCV2Portugal,Portugal,2000,MCV2,Industrialized,48,51000,105000,10300300
865,29390,29390,26243,2000MCV2Romania,Romania,2000,MCV2,CEECIS,96,236000,246000,19587491
840,1142,1142,532,2000MCV2Algeria,Algeria,2000,MCV2,MENA,78,564000,723000,41389198
866,29808,29808,26418,2000MCV2Russian Federation,Russian Federation,2000,MCV2,CEECIS,86,1261000,1466000,144496740
839,40323,40323,34510,2000MCV2Uzbekistan,Uzbekistan,2000,MCV2,CEECIS,98,563000,574000,31847900
837,39355,39355,33751,2000MCV2United Kingdom,United Kingdom,2000,MCV2,Industrialized,76,541000,711000,65595565
812,18939,18939,16130,2000MCV2Kazakhstan,Kazakhstan,2000,MCV2,CEECIS,98,263000,269000,17794055
813,19973,19973,17291,2000MCV2Latvia,Latvia,2000,MCV2,Industrialized,90,26000,28000,1959537
814,20391,20391,17488,2000MCV2Lebanon,Lebanon,2000,MCV2,MENA,56,48000,85000,6711121
815,21601,21601,18209,2000MCV2Lithuania,Lithuania,2000,MCV2,Industrialized,97,35000,37000,2868231
816,23515,23515,20217,2000MCV2Mexico,Mexico,2000,MCV2,LACR,98,2245000,2291000,123333376
817,23933,23933,20820,2000MCV2Mongolia,Mongolia,2000,MCV2,EAPR,75,35000,46000,3056359
818,25913,25913,23182,2000MCV2Norway,Norway,2000,MCV2,Industrialized,90,52000,58000,5234519
819,26331,26331,23402,2000MCV2Oman,Oman,2000,MCV2,MENA,99,56000,57000,4479219
820,26969,26969,24013,2000MCV2Panama,Panama,2000,MCV2,LACR,88,55000,62000,4037078
821,28179,28179,25006,2000MCV2Poland,Poland,2000,MCV2,Industrialized,96,397000,414000,37970087
822,28597,28597,25217,2000MCV2Portugal,Portugal,2000,MCV2,Industrialized,48,51000,105000,10325452
823,29389,29389,26243,2000MCV2Romania,Romania,2000,MCV2,CEECIS,96,236000,246000,19702332
824,29807,29807,26418,2000MCV2Russian Federation,Russian Federation,2000,MCV2,CEECIS,86,1261000,1466000,144342396
825,31303,31303,28308,2000MCV2Serbia,Serbia,2000,MCV2,CEECIS,78,117000,150000,7058322
826,32205,32205,28861,2000MCV2Singapore,Singapore,2000,MCV2,EAPR,98,48000,49000,5607283
827,32623,32623,29219,2000MCV2Slovenia,Slovenia,2000,MCV2,Industrialized,98,19000,19000,2065042
828,33063,33063,29713,2000MCV2South Africa,South Africa,2000,MCV2,ESAR,62,599000,966000,56203654
829,34493,34493,30846,2000MCV2Sweden,Sweden,2000,MCV2,Industrialized,94,109000,116000,9923085
830,35219,35219,31198,2000MCV2Syrian Arab Republic,Syrian Arab Republic,2000,MCV2,MENA,80,386000,482000,17453933
831,35637,35637,31392,2000MCV2Tajikistan,Tajikistan,2000,MCV2,CEECIS,59,104000,176000,8663579
832,36055,36055,31562,2000MCV2Thailand,Thailand,2000,MCV2,EAPR,99,1000000,1010000,68971331
833,37287,37287,32424,2000MCV2Tunisia,Tunisia,2000,MCV2,MENA,98,181000,184000,11303946
834,38101,38101,32814,2000MCV2Turkmenistan,Turkmenistan,2000,MCV2,CEECIS,92,106000,115000,5662372
835,38519,38519,33361,2000MCV2Ukraine,Ukraine,2000,MCV2,CEECIS,99,542000,548000,45004645
836,38937,38937,33583,2000MCV2United Arab Emirates,United Arab Emirates,2000,MCV2,MENA,92,49000,54000,9360980
838,39773,39773,34119,2000MCV2United States,United States,2000,MCV2,Industrialized,85,3341000,3930000,323071342
811,18521,18521,15925,2000MCV2Jordan,Jordan,2000,MCV2,MENA,83,125000,150000,9551467
867,31304,31304,28308,2000MCV2Serbia,Serbia,2000,MCV2,CEECIS,78,117000,150000,7020858
869,32624,32624,29219,2000MCV2Slovenia,Slovenia,2000,MCV2,Industrialized,98,19000,19000,2066388
899,21603,21603,18209,2000MCV2Lithuania,Lithuania,2000,MCV2,Industrialized,97,35000,37000,2789533
900,23517,23517,20217,2000MCV2Mexico,Mexico,2000,MCV2,LACR,98,2245000,2291000,126190788
901,23935,23935,20820,2000MCV2Mongolia,Mongolia,2000,MCV2,EAPR,75,35000,46000,3170208
902,25915,25915,23182,2000MCV2Norway,Norway,2000,MCV2,Industrialized,90,52000,58000,5314336
903,26333,26333,23402,2000MCV2Oman,Oman,2000,MCV2,MENA,99,56000,57000,4829483
904,26971,26971,24013,2000MCV2Panama,Panama,2000,MCV2,LACR,88,55000,62000,4176873
905,28181,28181,25006,2000MCV2Poland,Poland,2000,MCV2,Industrialized,96,397000,414000,37978548
906,28599,28599,25217,2000MCV2Portugal,Portugal,2000,MCV2,Industrialized,48,51000,105000,10281762
907,29391,29391,26243,2000MCV2Romania,Romania,2000,MCV2,CEECIS,96,236000,246000,19473936
908,29809,29809,26418,2000MCV2Russian Federation,Russian Federation,2000,MCV2,CEECIS,86,1261000,1466000,144478050
909,31305,31305,28308,2000MCV2Serbia,Serbia,2000,MCV2,CEECIS,78,117000,150000,6982084
910,32207,32207,28861,2000MCV2Singapore,Singapore,2000,MCV2,EAPR,98,48000,49000,5638676
911,32625,32625,29219,2000MCV2Slovenia,Slovenia,2000,MCV2,Industrialized,98,19000,19000,2067372
912,33065,33065,29713,2000MCV2South Africa,South Africa,2000,MCV2,ESAR,62,599000,966000,57779622
913,34495,34495,30846,2000MCV2Sweden,Sweden,2000,MCV2,Industrialized,94,109000,116000,10183175
914,35221,35221,31198,2000MCV2Syrian Arab Republic,Syrian Arab Republic,2000,MCV2,MENA,80,386000,482000,16906283
915,35639,35639,31392,2000MCV2Tajikistan,Tajikistan,2000,MCV2,CEECIS,59,104000,176000,9100837
916,36057,36057,31562,2000MCV2Thailand,Thailand,2000,MCV2,EAPR,99,1000000,1010000,69428524
917,37289,37289,32424,2000MCV2Tunisia,Tunisia,2000,MCV2,MENA,98,181000,184000,11565204
918,38103,38103,32814,2000MCV2Turkmenistan,Turkmenistan,2000,MCV2,CEECIS,92,106000,115000,5850908
919,38521,38521,33361,2000MCV2Ukraine,Ukraine,2000,MCV2,CEECIS,99,542000,548000,44622516
920,38939,38939,33583,2000MCV2United Arab Emirates,United Arab Emirates,2000,MCV2,MENA,92,49000,54000,9630959
921,39357,39357,33751,2000MCV2United Kingdom,United Kingdom,2000,MCV2,Industrialized,76,541000,711000,66488991
922,39775,39775,34119,2000MCV2United States,United States,2000,MCV2,Industrialized,85,3341000,3930000,327167434
923,40325,40325,34510,2000MCV2Uzbekistan,Uzbekistan,2000,MCV2,CEECIS,98,563000,574000,32955400
898,20393,20393,17488,2000MCV2Lebanon,Lebanon,2000,MCV2,MENA,56,48000,85000,6848925
868,32206,32206,28861,2000MCV2Singapore,Singapore,2000,MCV2,EAPR,98,48000,49000,5612253
897,19975,19975,17291,2000MCV2Latvia,Latvia,2000,MCV2,Industrialized,90,26000,28000,1926542
895,18523,18523,15925,2000MCV2Jordan,Jordan,2000,MCV2,MENA,83,125000,150000,9956011
870,33064,33064,29713,2000MCV2South Africa,South Africa,2000,MCV2,ESAR,62,599000,966000,57000451
871,34494,34494,30846,2000MCV2Sweden,Sweden,2000,MCV2,Industrialized,94,109000,116000,10057698
872,35220,35220,31198,2000MCV2Syrian Arab Republic,Syrian Arab Republic,2000,MCV2,MENA,80,386000,482000,17068002
873,35638,35638,31392,2000MCV2Tajikistan,Tajikistan,2000,MCV2,CEECIS,59,104000,176000,8880268
874,36056,36056,31562,2000MCV2Thailand,Thailand,2000,MCV2,EAPR,99,1000000,1010000,69209858
875,37288,37288,32424,2000MCV2Tunisia,Tunisia,2000,MCV2,MENA,98,181000,184000,11433443
876,38102,38102,32814,2000MCV2Turkmenistan,Turkmenistan,2000,MCV2,CEECIS,92,106000,115000,5757669
877,38520,38520,33361,2000MCV2Ukraine,Ukraine,2000,MCV2,CEECIS,99,542000,548000,44831135
878,38938,38938,33583,2000MCV2United Arab Emirates,United Arab Emirates,2000,MCV2,MENA,92,49000,54000,9487203
879,39356,39356,33751,2000MCV2United Kingdom,United Kingdom,2000,MCV2,Industrialized,76,541000,711000,66058859
880,39774,39774,34119,2000MCV2United States,United States,2000,MCV2,Industrialized,85,3341000,3930000,325147121
881,40324,40324,34510,2000MCV2Uzbekistan,Uzbekistan,2000,MCV2,CEECIS,98,563000,574000,32388600
882,1143,1143,532,2000MCV2Algeria,Algeria,2000,MCV2,MENA,78,564000,723000,42228429
883,1957,1957,1277,2000MCV2Argentina,Argentina,2000,MCV2,LACR,56,394000,704000,44494502
884,2375,2375,1489,2000MCV2Armenia,Armenia,2000,MCV2,CEECIS,94,40000,42000,2951776
885,3123,3123,1853,2000MCV2Austria,Austria,2000,MCV2,Industrialized,35,33000,95000,8847037
886,3937,3937,2425,2000MCV2Bahrain,Bahrain,2000,MCV2,MENA,92,14000,15000,1569439
887,4905,4905,2956,2000MCV2Belarus,Belarus,2000,MCV2,CEECIS,92,100000,109000,9485386
888,6159,6159,4057,2000MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2000,MCV2,CEECIS,74,38000,51000,3323929
889,6709,6709,4476,2000MCV2Brazil,Brazil,2000,MCV2,LACR,95,3279000,3451000,209469333
890,7127,7127,4685,2000MCV2Brunei Darussalam,Brunei Darussalam,2000,MCV2,EAPR,95,6000,7000,428962
891,7545,7545,4896,2000MCV2Bulgaria,Bulgaria,2000,MCV2,CEECIS,83,88000,106000,7024216
892,9327,9327,6821,2000MCV2Colombia,Colombia,2000,MCV2,LACR,84,752000,895000,49648685
893,12187,12187,10553,2000MCV2Estonia,Estonia,2000,MCV2,Industrialized,89,11000,12000,1320884
894,15663,15663,13975,2000MCV2Hungary,Hungary,2000,MCV2,Industrialized,99,124000,126000,9768785
896,18941,18941,16130,2000MCV2Kazakhstan,Kazakhstan,2000,MCV2,CEECIS,98,263000,269000,18276499
463,1947,1947,1277,2000MCV2Argentina,Argentina,2000,MCV2,LACR,56,394000,704000,40080160
810,15661,15661,13975,2000MCV2Hungary,Hungary,2000,MCV2,Industrialized,99,124000,126000,9814023
808,9325,9325,6821,2000MCV2Colombia,Colombia,2000,MCV2,LACR,84,752000,895000,48171392
724,9323,9323,6821,2000MCV2Colombia,Colombia,2000,MCV2,LACR,84,752000,895000,46969209
725,12183,12183,10553,2000MCV2Estonia,Estonia,2000,MCV2,Industrialized,89,11000,12000,1314545
726,15659,15659,13975,2000MCV2Hungary,Hungary,2000,MCV2,Industrialized,99,124000,126000,9866468
727,18519,18519,15925,2000MCV2Jordan,Jordan,2000,MCV2,MENA,83,125000,150000,8920049
728,18937,18937,16130,2000MCV2Kazakhstan,Kazakhstan,2000,MCV2,CEECIS,98,263000,269000,17288285
729,19971,19971,17291,2000MCV2Latvia,Latvia,2000,MCV2,Industrialized,90,26000,28000,1993782
730,20389,20389,17488,2000MCV2Lebanon,Lebanon,2000,MCV2,MENA,56,48000,85000,6262410
731,21599,21599,18209,2000MCV2Lithuania,Lithuania,2000,MCV2,Industrialized,97,35000,37000,2932367
732,23513,23513,20217,2000MCV2Mexico,Mexico,2000,MCV2,LACR,98,2245000,2291000,120355128
733,23931,23931,20820,2000MCV2Mongolia,Mongolia,2000,MCV2,EAPR,75,35000,46000,2940108
734,25911,25911,23182,2000MCV2Norway,Norway,2000,MCV2,Industrialized,90,52000,58000,5137232
735,26329,26329,23402,2000MCV2Oman,Oman,2000,MCV2,MENA,99,56000,57000,4027260
736,26967,26967,24013,2000MCV2Panama,Panama,2000,MCV2,LACR,88,55000,62000,3901315
737,28177,28177,25006,2000MCV2Poland,Poland,2000,MCV2,Industrialized,96,397000,414000,38011735
738,28595,28595,25217,2000MCV2Portugal,Portugal,2000,MCV2,Industrialized,48,51000,105000,10401062
739,29387,29387,26243,2000MCV2Romania,Romania,2000,MCV2,CEECIS,96,236000,246000,19908979
740,29805,29805,26418,2000MCV2Russian Federation,Russian Federation,2000,MCV2,CEECIS,86,1261000,1466000,143819666
741,31301,31301,28308,2000MCV2Serbia,Serbia,2000,MCV2,CEECIS,78,117000,150000,7130576
742,32203,32203,28861,2000MCV2Singapore,Singapore,2000,MCV2,EAPR,98,48000,49000,5469724
743,32621,32621,29219,2000MCV2Slovenia,Slovenia,2000,MCV2,Industrialized,98,19000,19000,2061980
744,33061,33061,29713,2000MCV2South Africa,South Africa,2000,MCV2,ESAR,62,599000,966000,54545991
745,34491,34491,30846,2000MCV2Sweden,Sweden,2000,MCV2,Industrialized,94,109000,116000,9696110
746,35217,35217,31198,2000MCV2Syrian Arab Republic,Syrian Arab Republic,2000,MCV2,MENA,80,386000,482000,18715672
747,35635,35635,31392,2000MCV2Tajikistan,Tajikistan,2000,MCV2,CEECIS,59,104000,176000,8252833
748,36053,36053,31562,2000MCV2Thailand,Thailand,2000,MCV2,EAPR,99,1000000,1010000,68438730
723,7541,7541,4896,2000MCV2Bulgaria,Bulgaria,2000,MCV2,CEECIS,83,88000,106000,7223938
749,37285,37285,32424,2000MCV2Tunisia,Tunisia,2000,MCV2,MENA,98,181000,184000,11063201
722,7123,7123,4685,2000MCV2Brunei Darussalam,Brunei Darussalam,2000,MCV2,EAPR,95,6000,7000,409769
720,6155,6155,4057,2000MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2000,MCV2,CEECIS,74,38000,51000,3482104
695,28176,28176,25006,2000MCV2Poland,Poland,2000,MCV2,Industrialized,96,397000,414000,38040196
696,28594,28594,25217,2000MCV2Portugal,Portugal,2000,MCV2,Industrialized,48,51000,105000,10457295
697,29386,29386,26243,2000MCV2Romania,Romania,2000,MCV2,CEECIS,96,236000,246000,19983693
698,29804,29804,26418,2000MCV2Russian Federation,Russian Federation,2000,MCV2,CEECIS,86,1261000,1466000,143506911
699,31300,31300,28308,2000MCV2Serbia,Serbia,2000,MCV2,CEECIS,78,117000,150000,7164132
700,32202,32202,28861,2000MCV2Singapore,Singapore,2000,MCV2,EAPR,98,48000,49000,5399162
701,32620,32620,29219,2000MCV2Slovenia,Slovenia,2000,MCV2,Industrialized,98,19000,19000,2059953
702,33060,33060,29713,2000MCV2South Africa,South Africa,2000,MCV2,ESAR,62,599000,966000,53689236
703,34490,34490,30846,2000MCV2Sweden,Sweden,2000,MCV2,Industrialized,94,109000,116000,9600379
704,35216,35216,31198,2000MCV2Syrian Arab Republic,Syrian Arab Republic,2000,MCV2,MENA,80,386000,482000,19584274
705,35634,35634,31392,2000MCV2Tajikistan,Tajikistan,2000,MCV2,CEECIS,59,104000,176000,8059769
706,36052,36052,31562,2000MCV2Thailand,Thailand,2000,MCV2,EAPR,99,1000000,1010000,68144501
707,37284,37284,32424,2000MCV2Tunisia,Tunisia,2000,MCV2,MENA,98,181000,184000,10952951
708,38098,38098,32814,2000MCV2Turkmenistan,Turkmenistan,2000,MCV2,CEECIS,92,106000,115000,5366375
709,38516,38516,33361,2000MCV2Ukraine,Ukraine,2000,MCV2,CEECIS,99,542000,548000,45489600
710,38934,38934,33583,2000MCV2United Arab Emirates,United Arab Emirates,2000,MCV2,MENA,92,49000,54000,9197910
711,39352,39352,33751,2000MCV2United Kingdom,United Kingdom,2000,MCV2,Industrialized,76,541000,711000,64128226
712,39770,39770,34119,2000MCV2United States,United States,2000,MCV2,Industrialized,85,3341000,3930000,316057727
713,40320,40320,34510,2000MCV2Uzbekistan,Uzbekistan,2000,MCV2,CEECIS,98,563000,574000,30243200
714,1139,1139,532,2000MCV2Algeria,Algeria,2000,MCV2,MENA,78,564000,723000,38923687
715,1953,1953,1277,2000MCV2Argentina,Argentina,2000,MCV2,LACR,56,394000,704000,42669500
716,2371,2371,1489,2000MCV2Armenia,Armenia,2000,MCV2,CEECIS,94,40000,42000,2912403
717,3119,3119,1853,2000MCV2Austria,Austria,2000,MCV2,Industrialized,35,33000,95000,8546356
718,3933,3933,2425,2000MCV2Bahrain,Bahrain,2000,MCV2,MENA,92,14000,15000,1336075
719,4901,4901,2956,2000MCV2Belarus,Belarus,2000,MCV2,CEECIS,92,100000,109000,9474511
721,6705,6705,4476,2000MCV2Brazil,Brazil,2000,MCV2,LACR,95,3279000,3451000,202763735
809,12185,12185,10553,2000MCV2Estonia,Estonia,2000,MCV2,Industrialized,89,11000,12000,1315790
750,38099,38099,32814,2000MCV2Turkmenistan,Turkmenistan,2000,MCV2,CEECIS,92,106000,115000,5466328
752,38935,38935,33583,2000MCV2United Arab Emirates,United Arab Emirates,2000,MCV2,MENA,92,49000,54000,9214175
782,29806,29806,26418,2000MCV2Russian Federation,Russian Federation,2000,MCV2,CEECIS,86,1261000,1466000,144096870
783,31302,31302,28308,2000MCV2Serbia,Serbia,2000,MCV2,CEECIS,78,117000,150000,7095383
784,32204,32204,28861,2000MCV2Singapore,Singapore,2000,MCV2,EAPR,98,48000,49000,5535002
786,33062,33062,29713,2000MCV2South Africa,South Africa,2000,MCV2,ESAR,62,599000,966000,55386367
787,34492,34492,30846,2000MCV2Sweden,Sweden,2000,MCV2,Industrialized,94,109000,116000,9799186
788,35218,35218,31198,2000MCV2Syrian Arab Republic,Syrian Arab Republic,2000,MCV2,MENA,80,386000,482000,17997408
789,35636,35636,31392,2000MCV2Tajikistan,Tajikistan,2000,MCV2,CEECIS,59,104000,176000,8454028
790,36054,36054,31562,2000MCV2Thailand,Thailand,2000,MCV2,EAPR,99,1000000,1010000,68714511
791,37286,37286,32424,2000MCV2Tunisia,Tunisia,2000,MCV2,MENA,98,181000,184000,11179949
792,38100,38100,32814,2000MCV2Turkmenistan,Turkmenistan,2000,MCV2,CEECIS,92,106000,115000,5565287
793,38518,38518,33361,2000MCV2Ukraine,Ukraine,2000,MCV2,CEECIS,99,542000,548000,45154029
794,38936,38936,33583,2000MCV2United Arab Emirates,United Arab Emirates,2000,MCV2,MENA,92,49000,54000,9262900
795,39354,39354,33751,2000MCV2United Kingdom,United Kingdom,2000,MCV2,Industrialized,76,541000,711000,65128861
796,39772,39772,34119,2000MCV2United States,United States,2000,MCV2,Industrialized,85,3341000,3930000,320742673
797,40322,40322,34510,2000MCV2Uzbekistan,Uzbekistan,2000,MCV2,CEECIS,98,563000,574000,31298900
798,1141,1141,532,2000MCV2Algeria,Algeria,2000,MCV2,MENA,78,564000,723000,40551404
799,1955,1955,1277,2000MCV2Argentina,Argentina,2000,MCV2,LACR,56,394000,704000,43590368
800,2373,2373,1489,2000MCV2Armenia,Armenia,2000,MCV2,CEECIS,94,40000,42000,2936146
801,3121,3121,1853,2000MCV2Austria,Austria,2000,MCV2,Industrialized,35,33000,95000,8736668
802,3935,3935,2425,2000MCV2Bahrain,Bahrain,2000,MCV2,MENA,92,14000,15000,1425791
803,4903,4903,2956,2000MCV2Belarus,Belarus,2000,MCV2,CEECIS,92,100000,109000,9501534
804,6157,6157,4057,2000MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2000,MCV2,CEECIS,74,38000,51000,3386267
805,6707,6707,4476,2000MCV2Brazil,Brazil,2000,MCV2,LACR,95,3279000,3451000,206163058
806,7125,7125,4685,2000MCV2Brunei Darussalam,Brunei Darussalam,2000,MCV2,EAPR,95,6000,7000,419800
807,7543,7543,4896,2000MCV2Bulgaria,Bulgaria,2000,MCV2,CEECIS,83,88000,106000,7127822
781,29388,29388,26243,2000MCV2Romania,Romania,2000,MCV2,CEECIS,96,236000,246000,19815481
751,38517,38517,33361,2000MCV2Ukraine,Ukraine,2000,MCV2,CEECIS,99,542000,548000,45271947
780,28596,28596,25217,2000MCV2Portugal,Portugal,2000,MCV2,Industrialized,48,51000,105000,10358076
778,26968,26968,24013,2000MCV2Panama,Panama,2000,MCV2,LACR,88,55000,62000,3968487
753,39353,39353,33751,2000MCV2United Kingdom,United Kingdom,2000,MCV2,Industrialized,76,541000,711000,64613160
754,39771,39771,34119,2000MCV2United States,United States,2000,MCV2,Industrialized,85,3341000,3930000,318386421
755,40321,40321,34510,2000MCV2Uzbekistan,Uzbekistan,2000,MCV2,CEECIS,98,563000,574000,30757700
756,1140,1140,532,2000MCV2Algeria,Algeria,2000,MCV2,MENA,78,564000,723000,39728025
757,1954,1954,1277,2000MCV2Argentina,Argentina,2000,MCV2,LACR,56,394000,704000,43131966
758,2372,2372,1489,2000MCV2Armenia,Armenia,2000,MCV2,CEECIS,94,40000,42000,2925553
759,3120,3120,1853,2000MCV2Austria,Austria,2000,MCV2,Industrialized,35,33000,95000,8642699
760,3934,3934,2425,2000MCV2Bahrain,Bahrain,2000,MCV2,MENA,92,14000,15000,1371851
761,4902,4902,2956,2000MCV2Belarus,Belarus,2000,MCV2,CEECIS,92,100000,109000,9489616
762,6156,6156,4057,2000MCV2Bosnia and Herzegovina,Bosnia and Herzegovina,2000,MCV2,CEECIS,74,38000,51000,3429361
763,6706,6706,4476,2000MCV2Brazil,Brazil,2000,MCV2,LACR,95,3279000,3451000,204471769
764,7124,7124,4685,2000MCV2Brunei Darussalam,Brunei Darussalam,2000,MCV2,EAPR,95,6000,7000,414907
765,7542,7542,4896,2000MCV2Bulgaria,Bulgaria,2000,MCV2,CEECIS,83,88000,106000,7177991
766,9324,9324,6821,2000MCV2Colombia,Colombia,2000,MCV2,LACR,84,752000,895000,47520667
767,12184,12184,10553,2000MCV2Estonia,Estonia,2000,MCV2,Industrialized,89,11000,12000,1315407
768,15660,15660,13975,2000MCV2Hungary,Hungary,2000,MCV2,Industrialized,99,124000,126000,9843028
769,18520,18520,15925,2000MCV2Jordan,Jordan,2000,MCV2,MENA,83,125000,150000,9266575
770,18938,18938,16130,2000MCV2Kazakhstan,Kazakhstan,2000,MCV2,CEECIS,98,263000,269000,17542806
771,19972,19972,17291,2000MCV2Latvia,Latvia,2000,MCV2,Industrialized,90,26000,28000,1977527
772,20390,20390,17488,2000MCV2Lebanon,Lebanon,2000,MCV2,MENA,56,48000,85000,6532678
773,21600,21600,18209,2000MCV2Lithuania,Lithuania,2000,MCV2,Industrialized,97,35000,37000,2904910
774,23514,23514,20217,2000MCV2Mexico,Mexico,2000,MCV2,LACR,98,2245000,2291000,121858258
775,23932,23932,20820,2000MCV2Mongolia,Mongolia,2000,MCV2,EAPR,75,35000,46000,2998439
776,25912,25912,23182,2000MCV2Norway,Norway,2000,MCV2,Industrialized,90,52000,58000,5188607
777,26330,26330,23402,2000MCV2Oman,Oman,2000,MCV2,MENA,99,56000,57000,4267348
779,28178,28178,25006,2000MCV2Poland,Poland,2000,MCV2,Industrialized,96,397000,414000,37986412
462,1133,1133,532,2000MCV2Algeria,Algeria,2000,MCV2,MENA,78,564000,723000,34730608
785,32622,32622,29219,2000MCV2Slovenia,Slovenia,2000,MCV2,Industrialized,98,19000,19000,2063531
460,39764,39764,34119,2000MCV2United States,United States,2000,MCV2,Industrialized,85,3341000,3930000,301231207
146,25897,25897,23182,2000MCV2Norway,Norway,2000,MCV2,Industrialized,90,52000,58000,4490967
147,26315,26315,23402,2000MCV2Oman,Oman,2000,MCV2,MENA,99,56000,57000,2267973
148,26953,26953,24013,2000MCV2Panama,Panama,2000,MCV2,LACR,88,55000,62000,3030328
149,28163,28163,25006,2000MCV2Poland,Poland,2000,MCV2,Industrialized,96,397000,414000,38258629
150,28581,28581,25217,2000MCV2Portugal,Portugal,2000,MCV2,Industrialized,48,51000,105000,10289898
151,29373,29373,26243,2000MCV2Romania,Romania,2000,MCV2,CEECIS,96,236000,246000,22442971
152,29791,29791,26418,2000MCV2Russian Federation,Russian Federation,2000,MCV2,CEECIS,86,1261000,1466000,146596557
153,31287,31287,28308,2000MCV2Serbia,Serbia,2000,MCV2,CEECIS,78,117000,150000,7516346
154,32189,32189,28861,2000MCV2Singapore,Singapore,2000,MCV2,EAPR,98,48000,49000,4027887
155,32607,32607,29219,2000MCV2Slovenia,Slovenia,2000,MCV2,Industrialized,98,19000,19000,1988925
156,33047,33047,29713,2000MCV2South Africa,South Africa,2000,MCV2,ESAR,62,599000,966000,44967708
145,23917,23917,20820,2000MCV2Mongolia,Mongolia,2000,MCV2,EAPR,75,35000,46000,2397418
157,34477,34477,30846,2000MCV2Sweden,Sweden,2000,MCV2,Industrialized,94,109000,116000,8872109
159,35621,35621,31392,2000MCV2Tajikistan,Tajikistan,2000,MCV2,CEECIS,59,104000,176000,6216341
160,36039,36039,31562,2000MCV2Thailand,Thailand,2000,MCV2,EAPR,99,1000000,1010000,62952642
161,37271,37271,32424,2000MCV2Tunisia,Tunisia,2000,MCV2,MENA,98,181000,184000,9708350
162,38085,38085,32814,2000MCV2Turkmenistan,Turkmenistan,2000,MCV2,CEECIS,92,106000,115000,4516133
163,38503,38503,33361,2000MCV2Ukraine,Ukraine,2000,MCV2,CEECIS,99,542000,548000,49175848
164,38921,38921,33583,2000MCV2United Arab Emirates,United Arab Emirates,2000,MCV2,MENA,92,49000,54000,3134062
